id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,capacite_inscriptions,horaires_ouverture,statut
ELECAM-DOU-0307,Bureau ELECAM Douala II — Sodiko,Douala,Douala II,Sodiko,3.997237,9.748174,+237 678 049 911,bureauelecam@gmail.com,858,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0308,Agence ELECAM Nyalla Extension 308,Douala,Douala I,Nyalla Extension,3.97243,9.695633,+237 690 833 131,agenceelecam@gmail.com,1961,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0309,Centre ELECAM de Youpwé,Douala,Douala III,Youpwé,4.057902,9.677764,+237 243 011 568,centreelecam@yahoo.fr,2926,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0310,Agence ELECAM Ndog-Passi III 310,Douala,Douala VI,Ndog-Passi III,4.103254,9.68877,+237 678 872 634,agenceelecam@gmail.com,654,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0311,Point ELECAM Ndog-Bong 311,Douala,Douala II,Ndog-Bong,4.059017,9.787864,+237 693 611 965,pointelecamn@elecam.cm,2601,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0312,Agence ELECAM Logpom 312,Douala,Douala VI,Logpom,4.041914,9.755114,+237 678 187 748,agenceelecam@elecam.cm,4467,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0313,Point ELECAM Bonamoussadi 313,Douala,Douala IV,Bonamoussadi,4.04535,9.730988,+237 691 880 115,pointelecamb@gmail.com,4574,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0314,Point ELECAM PK8 314,Douala,Douala I,PK8,4.065408,9.69511,+237 690 792 104,pointelecamp@yahoo.fr,4196,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0315,Point ELECAM Bonapriso 315,Douala,Douala II,Bonapriso,4.02414,9.783573,+237 690 874 783,pointelecamb@yahoo.fr,3699,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0316,Point d'Inscription ELECAM PK14,Douala,Douala III,PK14,4.024478,9.745156,+237 679 316 005,pointdinscri@elecam.cm,1807,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0317,Bureau ELECAM Douala IV — Ndoghem,Douala,Douala IV,Ndoghem,4.093805,9.641629,+237 691 271 851,bureauelecam@elecam.cm,1683,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0318,Point ELECAM Nyalla Extension 318,Douala,Douala III,Nyalla Extension,4.004393,9.674078,+237 678 523 884,pointelecamn@yahoo.fr,3791,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0319,Point ELECAM Ndoghem 319,Douala,Douala I,Ndoghem,4.056295,9.666853,+237 695 352 767,pointelecamn@yahoo.fr,1531,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0320,Bureau ELECAM Douala IV — Cité des Palmiers,Douala,Douala IV,Cité des Palmiers,4.054633,9.731127,+237 233 469 109,bureauelecam@yahoo.fr,3991,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0321,Bureau ELECAM Douala VI — Bassa,Douala,Douala VI,Bassa,4.06574,9.742732,+237 243 143 530,bureauelecam@gmail.com,3055,Lun–Sam 07h30–15h00,Temporairement fermé
ELECAM-DOU-0322,Point ELECAM Ndog-Bong 322,Douala,Douala II,Ndog-Bong,4.083773,9.770227,+237 677 844 508,pointelecamn@elecam.cm,2957,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0323,Centre ELECAM de Village,Douala,Douala IV,Village,3.983156,9.741315,+237 233 399 441,centreelecam@elecam.cm,2137,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0324,Agence ELECAM New Bell 324,Douala,Douala IV,New Bell,4.085298,9.74419,+237 233 306 121,agenceelecam@elecam.cm,3505,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0325,Point d'Inscription ELECAM Logpom,Douala,Douala III,Logpom,3.992263,9.728009,+237 692 252 771,pointdinscri@yahoo.fr,2411,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0326,Agence ELECAM Ndog-Passi III 326,Douala,Douala IV,Ndog-Passi III,3.985444,9.765222,+237 690 289 470,agenceelecam@elecam.cm,2747,Lun–Ven 07h30–14h30,En rénovation
ELECAM-DOU-0327,Point ELECAM Kotto 327,Douala,Douala II,Kotto,4.045329,9.7161,+237 695 762 130,pointelecamk@gmail.com,4368,Lun–Ven 07h30–14h30,Temporairement fermé
ELECAM-DOU-0328,Agence ELECAM Logpom 328,Douala,Douala V,Logpom,4.040831,9.671156,+237 691 638 479,agenceelecam@gmail.com,515,Lun–Ven 08h00–15h30,En rénovation
ELECAM-DOU-0329,Point ELECAM Village 329,Douala,Douala V,Village,4.003075,9.730225,+237 695 761 405,pointelecamv@elecam.cm,884,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0330,Agence ELECAM PK8 330,Douala,Douala III,PK8,4.030573,9.622337,+237 693 923 568,agenceelecam@gmail.com,2365,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0331,Centre d'Inscription Électorale de Bali,Douala,Douala II,Bali,4.124909,9.735076,+237 678 640 916,centredinscr@elecam.cm,3603,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0332,Agence ELECAM Mbanya 332,Douala,Douala IV,Mbanya,4.007581,9.751909,+237 233 713 718,agenceelecam@gmail.com,612,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0333,Agence ELECAM Mboppi 333,Douala,Douala V,Mboppi,4.106974,9.711141,+237 677 843 699,agenceelecam@yahoo.fr,1382,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0334,Bureau ELECAM Douala VI — Mboppi,Douala,Douala VI,Mboppi,4.130146,9.689965,+237 678 565 338,bureauelecam@yahoo.fr,3276,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0335,Centre ELECAM de PK17,Douala,Douala I,PK17,4.082284,9.635108,+237 690 226 111,centreelecam@gmail.com,4593,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0336,Centre d'Inscription Électorale de Cite SIC,Douala,Douala I,Cite SIC,3.999067,9.708428,+237 679 226 827,centredinscr@elecam.cm,3575,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0337,Bureau ELECAM Douala V — Nyalla,Douala,Douala V,Nyalla,4.017129,9.652821,+237 693 500 566,bureauelecam@elecam.cm,1595,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0338,Centre ELECAM de Ndog-Bea,Douala,Douala IV,Ndog-Bea,4.093024,9.752632,+237 691 740 041,centreelecam@elecam.cm,4467,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0339,Agence ELECAM Bonapriso 339,Douala,Douala II,Bonapriso,4.12507,9.703227,+237 694 979 253,agenceelecam@elecam.cm,1031,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0340,Centre d'Inscription Électorale de Nkongmondo,Douala,Douala V,Nkongmondo,4.051661,9.663288,+237 233 069 353,centredinscr@elecam.cm,4096,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0341,Point ELECAM Kotto 341,Douala,Douala III,Kotto,4.071761,9.794052,+237 679 321 981,pointelecamk@yahoo.fr,3308,Lun–Sam 08h00–16h00,Temporairement fermé
ELECAM-DOU-0342,Bureau ELECAM Douala III — Village,Douala,Douala III,Village,4.086621,9.632373,+237 678 118 870,bureauelecam@elecam.cm,4993,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0343,Point ELECAM Ndoghem 343,Douala,Douala I,Ndoghem,4.116135,9.693116,+237 690 576 881,pointelecamn@gmail.com,2404,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0344,Point ELECAM Mbanya 344,Douala,Douala III,Mbanya,4.023953,9.762346,+237 677 221 000,pointelecamm@yahoo.fr,2085,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0345,Bureau ELECAM Douala II — PK14,Douala,Douala II,PK14,4.096895,9.773915,+237 695 422 879,bureauelecam@yahoo.fr,1790,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0346,Agence ELECAM Ndogpassi 346,Douala,Douala II,Ndogpassi,4.064271,9.688538,+237 679 456 870,agenceelecam@elecam.cm,3438,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0347,Point ELECAM Bonamoussadi 347,Douala,Douala IV,Bonamoussadi,3.985891,9.754827,+237 677 850 618,pointelecamb@elecam.cm,1068,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0348,Point ELECAM Bangue 348,Douala,Douala III,Bangue,3.967366,9.732399,+237 243 277 402,pointelecamb@elecam.cm,2094,Lun–Ven 07h30–14h30,Temporairement fermé
ELECAM-DOU-0349,Point ELECAM Logbessou 349,Douala,Douala I,Logbessou,4.079888,9.75246,+237 692 027 325,pointelecaml@yahoo.fr,4427,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0350,Agence ELECAM PK8 350,Douala,Douala I,PK8,4.049864,9.642957,+237 242 382 532,agenceelecam@yahoo.fr,976,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0351,Point ELECAM Japoma 351,Douala,Douala III,Japoma,3.986695,9.750536,+237 694 925 863,pointelecamj@elecam.cm,1676,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0352,Point ELECAM Mboppi 352,Douala,Douala VI,Mboppi,4.06979,9.740305,+237 693 890 489,pointelecamm@gmail.com,1816,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0353,Bureau ELECAM Douala IV — Bonamoussadi,Douala,Douala IV,Bonamoussadi,4.01871,9.774552,+237 677 503 654,bureauelecam@gmail.com,3745,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0354,Point ELECAM Youpwé 354,Douala,Douala III,Youpwé,4.020653,9.76032,+237 243 334 448,pointelecamy@gmail.com,503,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0355,Agence ELECAM Makepe 355,Douala,Douala I,Makepe,4.050682,9.688527,+237 678 024 538,agenceelecam@yahoo.fr,3944,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0356,Bureau ELECAM Douala II — Bangue,Douala,Douala II,Bangue,4.05201,9.704632,+237 222 090 872,bureauelecam@yahoo.fr,2822,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0357,Agence ELECAM Ndoghem 357,Douala,Douala VI,Ndoghem,4.052534,9.764657,+237 678 049 885,agenceelecam@elecam.cm,2159,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0358,Point ELECAM Bonamoussadi 358,Douala,Douala II,Bonamoussadi,4.010156,9.666295,+237 695 995 516,pointelecamb@elecam.cm,2981,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0359,Point ELECAM Koumassi 359,Douala,Douala II,Koumassi,4.055686,9.69553,+237 694 066 592,pointelecamk@yahoo.fr,4251,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0360,Point ELECAM Cité des Palmiers 360,Douala,Douala III,Cité des Palmiers,4.070602,9.790144,+237 690 018 860,pointelecamc@gmail.com,3263,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0361,Agence ELECAM PK17 361,Douala,Douala II,PK17,4.06103,9.659062,+237 222 329 138,agenceelecam@yahoo.fr,4988,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0362,Agence ELECAM Nyalla 362,Douala,Douala IV,Nyalla,4.080486,9.737765,+237 690 955 977,agenceelecam@gmail.com,4601,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0363,Point ELECAM Deido 363,Douala,Douala II,Deido,4.117349,9.755064,+237 692 880 186,pointelecamd@gmail.com,541,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0364,Point ELECAM Nzeng-Ayong 364,Douala,Douala II,Nzeng-Ayong,4.12416,9.686932,+237 692 854 456,pointelecamn@yahoo.fr,1223,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0365,Point ELECAM Boko 365,Douala,Douala IV,Boko,3.998574,9.71747,+237 222 021 540,pointelecamb@elecam.cm,2484,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0366,Bureau ELECAM Douala III — Logbessou,Douala,Douala III,Logbessou,3.975627,9.723139,+237 677 691 063,bureauelecam@gmail.com,4562,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0367,Point ELECAM Logpom 367,Douala,Douala V,Logpom,4.035767,9.77573,+237 678 061 824,pointelecaml@yahoo.fr,3858,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0368,Point ELECAM Ndog-Bong 368,Douala,Douala V,Ndog-Bong,4.096967,9.638509,+237 243 829 727,pointelecamn@gmail.com,1180,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0369,Centre d'Inscription Électorale de Japoma,Douala,Douala IV,Japoma,3.982495,9.762523,+237 677 871 752,centredinscr@gmail.com,4335,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0370,Point ELECAM Japoma 370,Douala,Douala III,Japoma,4.033864,9.780317,+237 690 242 813,pointelecamj@elecam.cm,4457,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0371,Point ELECAM Bangue 371,Douala,Douala IV,Bangue,3.986456,9.734029,+237 693 821 854,pointelecamb@gmail.com,3770,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0372,Centre d'Inscription Électorale de Mboppi,Douala,Douala V,Mboppi,4.05279,9.669248,+237 243 180 819,centredinscr@yahoo.fr,4835,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0373,Point ELECAM Bassa 373,Douala,Douala II,Bassa,4.032051,9.73275,+237 691 150 250,pointelecamb@yahoo.fr,4812,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0374,Point ELECAM PK14 374,Douala,Douala IV,PK14,4.007472,9.771616,+237 679 170 417,pointelecamp@gmail.com,2351,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0375,Bureau ELECAM Douala II — Soboum,Douala,Douala II,Soboum,4.010889,9.689408,+237 678 745 073,bureauelecam@yahoo.fr,1891,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0376,Point ELECAM Bonaberi 376,Douala,Douala IV,Bonaberi,4.012037,9.689227,+237 690 630 745,pointelecamb@elecam.cm,2845,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0377,Bureau ELECAM Douala V — Ndoghem,Douala,Douala V,Ndoghem,4.051299,9.619015,+237 243 377 874,bureauelecam@gmail.com,801,Lun–Ven 07h30–14h30,En rénovation
ELECAM-DOU-0378,Point ELECAM Bepanda 378,Douala,Douala I,Bepanda,4.036014,9.697374,+237 691 208 036,pointelecamb@elecam.cm,2617,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0379,Point ELECAM Bessengue 379,Douala,Douala IV,Bessengue,4.079469,9.642446,+237 694 664 231,pointelecamb@gmail.com,4540,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0380,Agence ELECAM Ndoghem 380,Douala,Douala III,Ndoghem,3.978365,9.759819,+237 233 220 637,agenceelecam@gmail.com,937,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0381,Point ELECAM Bali 381,Douala,Douala IV,Bali,4.086434,9.702637,+237 679 638 715,pointelecamb@elecam.cm,2917,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0382,Agence ELECAM Soboum 382,Douala,Douala III,Soboum,3.990512,9.763624,+237 679 163 958,agenceelecam@yahoo.fr,1491,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0383,Point ELECAM Makepe 383,Douala,Douala VI,Makepe,3.983874,9.704392,+237 691 502 626,pointelecamm@yahoo.fr,685,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0384,Bureau ELECAM Douala IV — Koumassi,Douala,Douala IV,Koumassi,4.105955,9.662339,+237 679 160 400,bureauelecam@elecam.cm,3276,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0385,Bureau ELECAM Douala I — Koumassi,Douala,Douala I,Koumassi,4.007422,9.693317,+237 693 312 117,bureauelecam@gmail.com,4610,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0386,Point d'Inscription ELECAM Bonamoussadi,Douala,Douala IV,Bonamoussadi,3.988309,9.707728,+237 691 550 817,pointdinscri@elecam.cm,2248,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0387,Centre d'Inscription Électorale de Logbessou,Douala,Douala I,Logbessou,4.103257,9.699611,+237 243 631 419,centredinscr@elecam.cm,4723,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0388,Bureau ELECAM Douala I — Logpom,Douala,Douala I,Logpom,4.024106,9.623587,+237 690 848 746,bureauelecam@gmail.com,1237,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0389,Point ELECAM Ndokoti 389,Douala,Douala II,Ndokoti,4.053319,9.772895,+237 242 205 141,pointelecamn@yahoo.fr,4687,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0390,Bureau ELECAM Douala III — Nkongmondo,Douala,Douala III,Nkongmondo,3.976152,9.697912,+237 679 908 740,bureauelecam@yahoo.fr,767,Lun–Sam 08h00–16h00,Temporairement fermé
ELECAM-DOU-0391,Agence ELECAM PK12 391,Douala,Douala IV,PK12,4.018716,9.770708,+237 242 676 687,agenceelecam@gmail.com,4867,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0392,Agence ELECAM PK8 392,Douala,Douala VI,PK8,4.048171,9.756077,+237 233 321 846,agenceelecam@yahoo.fr,3741,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0393,Agence ELECAM Soboum 393,Douala,Douala VI,Soboum,3.986435,9.698732,+237 243 543 155,agenceelecam@elecam.cm,2931,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0394,Point ELECAM Youpwé 394,Douala,Douala II,Youpwé,4.056497,9.639554,+237 243 411 073,pointelecamy@yahoo.fr,1886,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0395,Bureau ELECAM Douala VI — Ndogbong,Douala,Douala VI,Ndogbong,4.119372,9.676241,+237 242 918 848,bureauelecam@yahoo.fr,1782,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0396,Point ELECAM Boko 396,Douala,Douala V,Boko,4.08514,9.735242,+237 678 215 111,pointelecamb@elecam.cm,4477,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0397,Bureau ELECAM Douala V — Youpwé,Douala,Douala V,Youpwé,4.109937,9.759487,+237 691 148 955,bureauelecam@gmail.com,4285,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0398,Agence ELECAM PK17 398,Douala,Douala I,PK17,4.070621,9.664186,+237 233 423 681,agenceelecam@elecam.cm,1528,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0399,Point ELECAM PK10 399,Douala,Douala I,PK10,3.993946,9.718398,+237 693 396 900,pointelecamp@gmail.com,4612,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0400,Point ELECAM Bonaloka 400,Douala,Douala III,Bonaloka,4.021857,9.637258,+237 242 245 404,pointelecamb@yahoo.fr,1153,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0401,Point ELECAM Ndog-Bong 401,Douala,Douala VI,Ndog-Bong,4.057951,9.771723,+237 690 815 468,pointelecamn@elecam.cm,960,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0402,Agence ELECAM New Bell 402,Douala,Douala II,New Bell,4.066683,9.729024,+237 222 248 653,agenceelecam@elecam.cm,3495,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0403,Bureau ELECAM Douala III — Soboum,Douala,Douala III,Soboum,4.075076,9.625019,+237 695 632 422,bureauelecam@elecam.cm,2171,Lun–Sam 08h00–16h00,Temporairement fermé
ELECAM-DOU-0404,Point ELECAM Bonanjo 404,Douala,Douala II,Bonanjo,4.109064,9.717558,+237 222 797 608,pointelecamb@yahoo.fr,1820,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0405,Centre ELECAM de Akwa,Douala,Douala III,Akwa,4.032802,9.733602,+237 691 476 636,centreelecam@yahoo.fr,2963,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0406,Point ELECAM Ndogbong 406,Douala,Douala III,Ndogbong,3.986545,9.650959,+237 678 848 242,pointelecamn@yahoo.fr,4283,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0407,Point ELECAM Ndog-Bea 407,Douala,Douala VI,Ndog-Bea,4.116986,9.69313,+237 692 264 689,pointelecamn@gmail.com,4524,Lun–Sam 07h30–15h00,Temporairement fermé
ELECAM-DOU-0408,Point ELECAM Nkongmondo 408,Douala,Douala VI,Nkongmondo,3.976145,9.721714,+237 222 074 598,pointelecamn@yahoo.fr,3026,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0409,Point ELECAM Mboppi 409,Douala,Douala VI,Mboppi,4.016578,9.63136,+237 691 155 144,pointelecamm@yahoo.fr,4571,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0410,Agence ELECAM Ndog-Bong 410,Douala,Douala V,Ndog-Bong,4.11005,9.666114,+237 677 990 330,agenceelecam@gmail.com,4447,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0411,Bureau ELECAM Douala V — PK17,Douala,Douala V,PK17,4.14023,9.696643,+237 233 540 925,bureauelecam@gmail.com,2266,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0412,Bureau ELECAM Douala III — Youpwé,Douala,Douala III,Youpwé,3.994546,9.754915,+237 690 538 714,bureauelecam@yahoo.fr,3474,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0413,Point ELECAM Ndogpassi 413,Douala,Douala V,Ndogpassi,4.001671,9.640416,+237 233 075 477,pointelecamn@gmail.com,2871,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0414,Bureau ELECAM Douala V — Bonapriso,Douala,Douala V,Bonapriso,4.031994,9.74774,+237 694 343 355,bureauelecam@elecam.cm,2841,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0415,Point ELECAM Akwa 415,Douala,Douala IV,Akwa,4.070058,9.634785,+237 222 477 286,pointelecama@gmail.com,1937,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0416,Point ELECAM Bali 416,Douala,Douala III,Bali,3.989577,9.673671,+237 690 330 956,pointelecamb@gmail.com,1388,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0417,Point ELECAM Ndogbong 417,Douala,Douala VI,Ndogbong,4.062866,9.729529,+237 678 681 486,pointelecamn@elecam.cm,2372,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0418,Agence ELECAM PK10 418,Douala,Douala VI,PK10,4.124506,9.755171,+237 677 925 387,agenceelecam@elecam.cm,4952,Lun–Ven 08h00–15h30,En rénovation
ELECAM-DOU-0419,Point ELECAM Youpwé 419,Douala,Douala V,Youpwé,3.963476,9.69382,+237 222 318 220,pointelecamy@gmail.com,2639,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0420,Point ELECAM Bali 420,Douala,Douala VI,Bali,4.106468,9.719703,+237 679 962 124,pointelecamb@yahoo.fr,4169,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0421,Point ELECAM Bassa 421,Douala,Douala III,Bassa,4.073542,9.63139,+237 692 125 814,pointelecamb@gmail.com,3205,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0422,Agence ELECAM Bonamoussadi 422,Douala,Douala III,Bonamoussadi,4.018202,9.709777,+237 242 710 697,agenceelecam@yahoo.fr,3647,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0423,Point ELECAM Ndog-Bong 423,Douala,Douala V,Ndog-Bong,4.094395,9.713977,+237 691 922 495,pointelecamn@elecam.cm,2270,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0424,Agence ELECAM PK10 424,Douala,Douala I,PK10,3.972571,9.701608,+237 242 858 621,agenceelecam@yahoo.fr,3067,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0425,Point ELECAM Boko 425,Douala,Douala VI,Boko,4.115607,9.755083,+237 243 642 753,pointelecamb@gmail.com,1090,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0426,Point ELECAM Akwa 426,Douala,Douala II,Akwa,4.012502,9.6664,+237 679 400 387,pointelecama@yahoo.fr,4100,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0427,Point ELECAM PK17 427,Douala,Douala II,PK17,4.038866,9.735438,+237 678 465 911,pointelecamp@gmail.com,967,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0428,Point ELECAM Deido 428,Douala,Douala II,Deido,4.006149,9.633726,+237 691 544 674,pointelecamd@yahoo.fr,4373,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0429,Centre d'Inscription Électorale de Bangue,Douala,Douala I,Bangue,4.00481,9.656989,+237 233 906 761,centredinscr@elecam.cm,4548,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0430,Point ELECAM Bessengue 430,Douala,Douala I,Bessengue,4.077561,9.778489,+237 678 732 878,pointelecamb@elecam.cm,3774,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0431,Point ELECAM Bassa 431,Douala,Douala IV,Bassa,4.106684,9.666458,+237 690 653 906,pointelecamb@elecam.cm,4530,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0432,Point ELECAM Nkongmondo 432,Douala,Douala VI,Nkongmondo,3.970397,9.69362,+237 695 873 969,pointelecamn@elecam.cm,4058,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0433,Agence ELECAM Kotto 433,Douala,Douala VI,Kotto,4.022018,9.741597,+237 691 877 822,agenceelecam@elecam.cm,949,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0434,Point ELECAM Bonanjo 434,Douala,Douala IV,Bonanjo,4.084052,9.65509,+237 693 956 135,pointelecamb@gmail.com,4884,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0435,Point ELECAM Ndog-Passi III 435,Douala,Douala I,Ndog-Passi III,4.084359,9.770993,+237 242 056 943,pointelecamn@elecam.cm,4905,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0436,Point ELECAM Bonamoussadi 436,Douala,Douala IV,Bonamoussadi,4.045051,9.797753,+237 243 293 808,pointelecamb@gmail.com,1142,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0437,Agence ELECAM Nyalla Extension 437,Douala,Douala III,Nyalla Extension,4.13351,9.702339,+237 691 955 089,agenceelecam@yahoo.fr,2970,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0438,Point ELECAM Ndogbong 438,Douala,Douala V,Ndogbong,4.117028,9.693633,+237 242 165 626,pointelecamn@yahoo.fr,3919,Lun–Sam 08h00–16h00,En rénovation
ELECAM-DOU-0439,Point ELECAM Logpom 439,Douala,Douala VI,Logpom,4.095919,9.717345,+237 691 596 623,pointelecaml@gmail.com,2555,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0440,Bureau ELECAM Douala I — PK8,Douala,Douala I,PK8,3.976036,9.719756,+237 243 647 088,bureauelecam@yahoo.fr,4872,Lun–Sam 07h30–15h00,Opérationnel
