id,nom,ville,arrondissement,quartier,type_batiment,latitude,longitude,telephone,nb_urnes,accessibilite_pmr,inscrits_2017,votants_2017,bulletins_nuls_2017,SVE_2017,taux_participation_2017,RDPC_votes_2017,CDP_votes_2017,EPG_votes_2017,SAJ_votes_2017,ESA_votes_2017,autres_votes_2017,inscrits_2018,votants_2018,bulletins_nuls_2018,SVE_2018,taux_participation_2018,RDPC_votes_2018,CDP_votes_2018,EPG_votes_2018,SAJ_votes_2018,ESA_votes_2018,autres_votes_2018,inscrits_2019,votants_2019,bulletins_nuls_2019,SVE_2019,taux_participation_2019,RDPC_votes_2019,CDP_votes_2019,EPG_votes_2019,SAJ_votes_2019,ESA_votes_2019,autres_votes_2019
BV-YAO-0811,Bureau de Vote Nkozoa N°20,Yaoundé,Yaoundé II,Nkozoa,Lycée,3.86759,11.502755,+237 222 104 933,2,Oui,939,581,13,568,0.62,363,10,24,58,51,62,939,451,12,439,0.48,298,14,32,28,24,43,939,522,20,502,0.556,269,67,13,68,15,70
BV-YAO-0812,Bureau de Vote Briqueterie N°1,Yaoundé,Yaoundé VII,Briqueterie,Mairie,3.939251,11.463343,+237 693 390 967,2,Oui,166,82,3,79,0.494,44,14,2,1,7,11,166,106,4,102,0.639,79,5,5,3,3,7,166,80,1,79,0.487,45,9,3,10,1,11
BV-YAO-0813,Bureau de Vote Yaoundé IV — Cité Verte 813,Yaoundé,Yaoundé IV,Cité Verte,Bibliothèque municipale,3.892671,11.460199,+237 677 759 451,3,Non,452,177,7,170,0.393,127,2,11,9,8,13,452,174,5,169,0.386,109,12,10,12,8,18,452,173,5,168,0.384,136,7,1,12,2,10
BV-YAO-0814,Bureau de Vote Madagascar 814,Yaoundé,Yaoundé IV,Madagascar,Bibliothèque municipale,3.796647,11.534412,+237 242 018 266,3,Non,393,167,2,165,0.427,129,2,11,1,11,11,393,217,3,214,0.553,174,10,9,2,7,12,393,152,5,147,0.387,79,7,23,12,5,21
BV-YAO-0815,Collège Nkol-Eton,Yaoundé,Yaoundé VII,Nkol-Eton,Collège,3.766964,11.445527,+237 233 879 787,4,Non,206,102,1,101,0.498,67,9,7,1,6,11,206,82,3,79,0.4,48,1,9,10,2,9,206,124,1,123,0.604,91,5,8,2,7,10
BV-YAO-0816,Bureau de Vote Yaoundé VI — Émana 816,Yaoundé,Yaoundé VI,Émana,Mairie,3.895707,11.486138,+237 243 913 763,1,Non,563,293,14,279,0.521,189,22,6,24,11,27,563,252,4,248,0.448,196,7,13,11,5,16,563,142,6,136,0.253,70,17,9,3,17,20
BV-YAO-0817,Bureau de Vote Émana 817,Yaoundé,Yaoundé IV,Émana,Bibliothèque municipale,3.899407,11.455936,+237 690 487 301,3,Non,457,279,13,266,0.612,134,28,29,28,7,40,457,148,7,141,0.325,75,28,13,2,3,20,457,168,2,166,0.368,117,5,13,6,10,15
BV-YAO-0818,Mairie Mokolo,Yaoundé,Yaoundé IV,Mokolo,Mairie,3.855915,11.423523,+237 233 986 464,4,Non,1171,599,10,589,0.512,300,46,17,62,77,87,1171,457,7,450,0.391,269,46,41,15,24,55,1171,612,15,597,0.523,337,16,48,82,36,78
BV-YAO-0819,Bureau de Vote Odza N°7,Yaoundé,Yaoundé V,Odza,Mairie,3.839613,11.473533,+237 694 390 117,4,Non,355,190,6,184,0.535,127,10,12,6,12,17,355,180,8,172,0.509,117,8,8,11,11,17,355,192,5,187,0.542,131,13,13,4,9,17
BV-YAO-0820,Mairie Nkolbisson,Yaoundé,Yaoundé IV,Nkolbisson,Mairie,3.774469,11.501572,+237 243 278 349,4,Non,534,390,6,384,0.731,201,26,48,28,26,55,534,207,5,202,0.389,153,9,9,9,7,15,534,313,14,299,0.587,211,7,15,18,21,27
BV-YAO-0821,Bureau de Vote Carrière N°1,Yaoundé,Yaoundé III,Carrière,Lycée,3.746873,11.47638,+237 242 514 279,1,Non,571,361,16,345,0.634,228,29,16,8,29,35,571,322,3,319,0.564,162,38,23,33,16,47,571,182,8,174,0.319,92,27,6,18,6,25
BV-YAO-0822,École primaire de Mfandena — Bureau 5,Yaoundé,Yaoundé II,Mfandena,École primaire,3.750288,11.471737,+237 233 429 237,3,Non,507,266,7,259,0.525,204,9,22,5,2,17,507,320,8,312,0.633,173,4,31,30,32,42,507,177,8,169,0.35,87,4,27,16,10,25
BV-YAO-0823,Bureau de Vote Étoa-Meki 823,Yaoundé,Yaoundé IV,Étoa-Meki,Centre social,3.924529,11.55579,+237 678 074 915,4,Oui,924,531,25,506,0.576,380,29,5,46,8,38,924,370,8,362,0.401,172,38,46,15,34,57,924,521,14,507,0.565,273,56,23,7,78,70
BV-YAO-0824,Lycée de Djoungolo — Bureau 6,Yaoundé,Yaoundé IV,Djoungolo,Lycée,3.763191,11.465208,+237 677 368 267,4,Non,654,335,7,328,0.513,199,19,24,20,27,39,654,250,9,241,0.383,139,12,12,10,37,31,654,227,8,219,0.347,158,13,13,13,3,19
BV-YAO-0825,Bureau de Vote Oyomabang 825,Yaoundé,Yaoundé III,Oyomabang,École primaire,3.940247,11.458733,+237 233 974 102,2,Non,519,294,12,282,0.568,151,13,22,41,16,39,519,232,3,229,0.449,110,23,13,33,14,36,519,260,6,254,0.502,167,18,10,11,22,26
BV-YAO-0826,Bureau de Vote Yaoundé I — Nsam 826,Yaoundé,Yaoundé I,Nsam,Centre social,3.86257,11.484527,+237 692 909 850,3,Non,1047,627,22,605,0.599,349,22,63,39,55,77,1047,663,18,645,0.634,407,45,14,64,43,72,1047,559,14,545,0.534,343,41,46,22,32,61
BV-YAO-0827,Bureau de Vote Oyomabang N°5,Yaoundé,Yaoundé I,Oyomabang,Mairie,3.866828,11.58778,+237 233 378 515,1,Non,295,151,7,144,0.513,71,19,2,9,21,22,295,172,6,166,0.586,93,6,25,12,8,22,295,119,2,117,0.405,75,3,15,2,9,13
BV-YAO-0828,Centre communautaire Nkoldongo,Yaoundé,Yaoundé III,Nkoldongo,Centre communautaire,3.799197,11.544733,+237 242 605 930,4,Oui,418,155,1,154,0.372,81,13,3,17,18,22,418,218,10,208,0.523,115,18,18,12,17,28,418,187,7,180,0.449,120,24,4,3,11,18
BV-YAO-0829,Centre culturel de Elig-Essono — Bureau 7,Yaoundé,Yaoundé IV,Elig-Essono,Centre culturel,3.848473,11.410605,+237 692 895 320,3,Non,1186,726,23,703,0.613,533,42,32,19,26,51,1186,562,18,544,0.474,420,7,40,28,12,37,1186,656,14,642,0.554,510,11,20,32,29,40
BV-YAO-0830,Bureau de Vote Nkolbikok N°12,Yaoundé,Yaoundé V,Nkolbikok,Bibliothèque municipale,3.879468,11.538225,+237 233 736 591,4,Non,814,582,16,566,0.716,361,8,40,40,55,62,814,286,10,276,0.352,177,4,42,9,14,30,814,342,7,335,0.421,265,4,23,4,18,21
BV-YAO-0831,Bureau de Vote Etoudi 831,Yaoundé,Yaoundé VI,Etoudi,Centre culturel,3.919656,11.482539,+237 222 195 613,1,Non,873,639,14,625,0.732,406,44,45,46,18,66,873,491,6,485,0.563,387,10,8,33,17,30,873,453,14,439,0.519,340,11,25,20,13,30
BV-YAO-0832,Centre de Vote de Santa Barbara — Salle 1,Yaoundé,Yaoundé VI,Santa Barbara,Centre social,3.760744,11.509302,+237 242 310 096,4,Oui,686,443,11,432,0.647,339,23,7,9,26,28,686,230,6,224,0.337,134,8,22,17,16,27,686,349,16,333,0.51,220,17,7,21,34,34
BV-YAO-0833,Bureau de Vote Yaoundé I — Mvog-Atangana 833,Yaoundé,Yaoundé I,Mvog-Atangana,École primaire,3.920144,11.420723,+237 222 963 449,1,Non,772,332,15,317,0.431,238,13,18,8,16,24,772,273,5,268,0.355,126,34,16,30,19,43,772,397,15,382,0.515,298,16,12,17,13,26
BV-YAO-0834,Centre social Carrière,Yaoundé,Yaoundé VII,Carrière,Centre social,3.827864,11.548374,+237 242 897 650,4,Non,1023,561,18,543,0.549,362,19,11,44,53,54,1023,334,9,325,0.327,195,8,42,8,33,39,1023,464,21,443,0.454,306,19,26,22,29,41
BV-YAO-0835,Centre communautaire Nkol-Eton,Yaoundé,Yaoundé III,Nkol-Eton,Centre communautaire,3.860059,11.598064,+237 677 527 685,2,Non,1014,490,8,482,0.484,222,9,76,59,38,78,1014,639,23,616,0.631,345,9,48,86,46,82,1014,311,12,299,0.307,177,22,19,23,21,37
BV-YAO-0836,Bureau de Vote Carrière N°17,Yaoundé,Yaoundé II,Carrière,Lycée,3.874913,11.460244,+237 222 890 078,2,Non,641,406,5,401,0.635,198,16,27,56,43,61,641,433,17,416,0.677,208,55,34,9,47,63,641,376,4,372,0.587,209,38,29,20,27,49
BV-YAO-0837,Bureau de Vote Kondengui N°7,Yaoundé,Yaoundé II,Kondengui,Mairie,3.841022,11.487476,+237 691 610 744,1,Non,1123,594,15,579,0.529,369,27,46,40,34,63,1123,610,23,587,0.544,305,38,71,78,10,85,1123,600,24,576,0.535,270,64,39,31,80,92
BV-YAO-0838,Mairie de Cité Verte — Bureau 6,Yaoundé,Yaoundé IV,Cité Verte,Mairie,3.770781,11.462496,+237 222 083 543,3,Non,1032,547,26,521,0.53,368,35,17,16,39,46,1032,722,13,709,0.7,349,79,73,43,57,108,1032,630,12,618,0.611,326,64,69,17,54,88
BV-YAO-0839,Bureau de Vote Efoulan 839,Yaoundé,Yaoundé VI,Efoulan,Bibliothèque municipale,3.870554,11.40694,+237 678 616 511,1,Non,313,228,7,221,0.729,157,2,9,18,16,19,313,208,3,205,0.667,167,6,6,6,8,12,313,186,3,183,0.594,98,25,5,10,19,26
BV-YAO-0840,Bureau de Vote Messa 840,Yaoundé,Yaoundé V,Messa,Bibliothèque municipale,3.845245,11.392366,+237 695 342 370,3,Non,484,181,8,173,0.376,126,2,10,9,12,14,484,265,10,255,0.548,182,14,12,18,7,22,484,123,5,118,0.255,63,8,11,1,18,17
BV-YAO-0841,Bureau de Vote Oyomabang N°7,Yaoundé,Yaoundé VI,Oyomabang,Salle polyvalente,3.945205,11.4862,+237 679 529 026,1,Non,365,196,2,194,0.539,128,10,25,5,6,20,365,246,7,239,0.675,191,11,7,10,5,15,365,116,5,111,0.32,56,9,5,12,12,17
BV-YAO-0842,Bureau de Vote Mvan 842,Yaoundé,Yaoundé V,Mvan,Centre social,3.814167,11.439847,+237 695 138 964,4,Non,654,440,20,420,0.674,277,15,43,8,34,43,654,277,5,272,0.425,182,19,16,16,12,27,654,337,13,324,0.516,166,12,40,36,22,48
BV-YAO-0843,Bureau de Vote Yaoundé II — Mimboman 843,Yaoundé,Yaoundé II,Mimboman,Lycée,3.943154,11.524381,+237 679 972 627,1,Non,1008,616,9,607,0.612,442,4,37,42,32,50,1008,358,7,351,0.356,210,30,37,5,26,43,1008,586,18,568,0.581,305,35,51,59,39,79
BV-YAO-0844,Bureau de Vote Mvog-Ada 844,Yaoundé,Yaoundé III,Mvog-Ada,Centre social,3.887486,11.517514,+237 677 417 936,2,Oui,204,120,1,119,0.591,66,8,8,9,12,16,204,71,1,70,0.349,45,8,1,5,3,8,204,116,4,112,0.571,86,1,3,11,3,8
BV-YAO-0845,Bureau de Vote Cité Verte 845,Yaoundé,Yaoundé VII,Cité Verte,Centre social,3.827842,11.542007,+237 677 577 923,1,Non,979,379,6,373,0.388,253,4,33,14,33,36,979,563,20,543,0.575,382,45,44,6,18,48,979,284,6,278,0.29,162,8,34,11,28,35
BV-YAO-0846,École primaire Mvog-Beti,Yaoundé,Yaoundé III,Mvog-Beti,École primaire,3.855353,11.54399,+237 691 665 442,1,Oui,834,559,15,544,0.671,363,69,5,15,37,55,834,467,21,446,0.56,282,22,36,40,16,50,834,318,14,304,0.382,228,11,12,13,17,23
BV-YAO-0847,Bureau de Vote Nkol-Afeme N°11,Yaoundé,Yaoundé IV,Nkol-Afeme,Centre communautaire,3.880396,11.523764,+237 678 869 326,4,Non,694,444,11,433,0.641,263,10,49,47,13,51,694,372,13,359,0.537,264,7,30,18,11,29,694,287,12,275,0.414,170,20,7,18,28,32
BV-YAO-0848,Bureau de Vote Ngousso 848,Yaoundé,Yaoundé II,Ngousso,Centre social,3.781868,11.566132,+237 677 629 745,3,Non,1197,475,14,461,0.397,263,39,44,11,44,60,1197,385,13,372,0.322,210,48,16,10,39,49,1197,555,11,544,0.464,413,53,7,12,19,40
BV-YAO-0849,Mairie Mfandena,Yaoundé,Yaoundé VI,Mfandena,Mairie,3.76532,11.535597,+237 690 263 953,1,Oui,775,369,10,359,0.476,271,40,11,8,2,27,775,313,14,299,0.404,210,5,31,9,17,27,775,479,19,460,0.618,304,21,36,17,35,47
BV-YAO-0850,Bureau de Vote Santa Barbara 850,Yaoundé,Yaoundé V,Santa Barbara,Lycée,3.933814,11.546429,+237 243 655 627,1,Oui,422,165,7,158,0.392,119,6,9,7,5,12,422,249,7,242,0.592,171,13,18,7,11,22,422,138,3,135,0.328,109,6,7,1,4,8
BV-YAO-0851,Bibliothèque municipale Oyomabang,Yaoundé,Yaoundé VI,Oyomabang,Bibliothèque municipale,3.924303,11.457328,+237 243 910 801,1,Non,384,184,5,179,0.481,89,23,2,27,11,27,384,164,6,158,0.427,99,17,6,6,12,18,384,137,2,135,0.357,75,25,1,3,13,18
BV-YAO-0852,Mairie Nkoldongo,Yaoundé,Yaoundé VI,Nkoldongo,Mairie,3.918011,11.564188,+237 679 537 618,4,Non,727,492,21,471,0.677,366,18,6,29,20,32,727,462,17,445,0.637,259,23,17,48,42,56,727,309,4,305,0.426,149,14,33,35,27,47
BV-YAO-0853,Salle polyvalente de Nkoabang — Bureau 5,Yaoundé,Yaoundé II,Nkoabang,Salle polyvalente,3.942696,11.471756,+237 679 180 352,1,Non,367,197,3,194,0.539,112,5,7,22,23,25,367,116,4,112,0.317,86,3,5,3,7,8,367,152,5,147,0.416,75,17,8,12,13,22
BV-YAO-0854,Centre culturel de Nkoldongo — Bureau 2,Yaoundé,Yaoundé IV,Nkoldongo,Centre culturel,3.814822,11.494138,+237 691 125 972,2,Oui,832,430,19,411,0.517,300,24,21,14,18,34,832,381,15,366,0.459,191,21,10,28,63,53,832,223,4,219,0.269,145,15,23,11,2,23
BV-YAO-0855,Lycée Bastos,Yaoundé,Yaoundé III,Bastos,Lycée,3.880649,11.461169,+237 243 204 980,2,Oui,250,125,1,124,0.502,96,5,6,6,2,9,250,114,4,110,0.457,55,12,12,10,4,17,250,120,1,119,0.481,84,9,5,3,7,11
BV-YAO-0856,Bureau de Vote Yaoundé II — Nkol-Afeme 856,Yaoundé,Yaoundé II,Nkol-Afeme,Salle polyvalente,3.87836,11.425205,+237 242 268 152,2,Oui,1158,577,7,570,0.498,366,55,50,30,8,61,1158,673,22,651,0.582,295,77,115,30,27,107,1158,480,21,459,0.415,227,47,19,32,64,70
BV-YAO-0857,Lycée de Mfandena — Bureau 2,Yaoundé,Yaoundé VII,Mfandena,Lycée,3.764346,11.442248,+237 243 080 844,3,Non,1004,486,10,476,0.485,351,8,13,26,40,38,1004,597,20,577,0.595,390,30,35,28,37,57,1004,473,20,453,0.472,321,22,26,22,22,40
BV-YAO-0858,École primaire de Efoulan — Bureau 4,Yaoundé,Yaoundé III,Efoulan,École primaire,3.863359,11.458321,+237 694 574 718,1,Non,1006,501,14,487,0.498,258,41,40,32,47,69,1006,527,9,518,0.525,323,72,17,19,28,59,1006,382,11,371,0.38,253,15,43,9,15,36
BV-YAO-0859,Centre culturel de Mvog-Beti — Bureau 7,Yaoundé,Yaoundé IV,Mvog-Beti,Centre culturel,3.899613,11.499568,+237 679 931 961,1,Oui,654,357,17,340,0.547,231,12,27,20,17,33,654,402,12,390,0.615,275,4,29,25,22,35,654,382,18,364,0.584,266,14,7,21,26,30
BV-YAO-0860,Bibliothèque municipale de Nsam — Bureau 6,Yaoundé,Yaoundé VII,Nsam,Bibliothèque municipale,3.878935,11.583752,+237 693 528 620,3,Non,887,436,5,431,0.492,218,39,36,30,44,64,887,365,4,361,0.412,222,33,34,4,26,42,887,457,6,451,0.516,356,17,26,19,4,29
BV-YAO-0861,Bureau de Vote Nkozoa 861,Yaoundé,Yaoundé IV,Nkozoa,Centre communautaire,3.860769,11.424198,+237 679 237 495,1,Non,463,216,6,210,0.469,107,9,14,36,13,31,463,284,5,279,0.614,176,7,13,30,22,31,463,252,9,243,0.546,128,21,2,32,25,35
BV-YAO-0862,Centre communautaire Nkozoa,Yaoundé,Yaoundé IV,Nkozoa,Centre communautaire,3.757392,11.447087,+237 690 931 263,3,Non,826,593,8,585,0.719,448,21,20,28,27,41,826,513,20,493,0.621,311,28,17,36,46,55,826,510,5,505,0.618,389,24,7,26,24,35
BV-YAO-0863,Bureau de Vote Tsinga 863,Yaoundé,Yaoundé I,Tsinga,Centre culturel,3.87772,11.490959,+237 692 488 868,2,Non,435,159,7,152,0.367,119,9,1,7,6,10,435,146,6,140,0.337,80,12,16,5,9,18,435,136,3,133,0.314,86,8,5,14,6,14
BV-YAO-0864,Bureau de Vote Yaoundé II — Odza 864,Yaoundé,Yaoundé II,Odza,Bibliothèque municipale,3.767533,11.505551,+237 694 018 179,4,Non,972,604,8,596,0.622,326,53,70,19,47,81,972,353,17,336,0.364,157,36,10,32,47,54,972,570,12,558,0.587,373,15,28,24,62,56
BV-YAO-0865,Centre de Vote de Olembe — Salle 2,Yaoundé,Yaoundé V,Olembe,Mairie,3.880866,11.55912,+237 694 935 536,1,Non,831,382,17,365,0.46,228,49,6,10,31,41,831,451,8,443,0.543,270,15,27,49,30,52,831,350,9,341,0.422,181,29,40,5,38,48
BV-YAO-0866,Bureau de Vote Yaoundé VII — Efoulan 866,Yaoundé,Yaoundé VII,Efoulan,Centre social,3.854709,11.48284,+237 692 384 576,3,Oui,890,419,18,401,0.472,281,24,18,18,24,36,890,583,16,567,0.656,407,17,43,32,20,48,890,504,20,484,0.567,337,36,46,10,11,44
BV-YAO-0867,Bureau de Vote Djoungolo N°6,Yaoundé,Yaoundé III,Djoungolo,Bibliothèque municipale,3.752661,11.536565,+237 691 816 935,4,Non,1067,488,8,480,0.458,340,21,6,39,32,42,1067,529,23,506,0.496,321,25,37,18,49,56,1067,619,30,589,0.581,388,46,17,38,39,61
BV-YAO-0868,Bibliothèque municipale Nkol-Eton,Yaoundé,Yaoundé I,Nkol-Eton,Bibliothèque municipale,3.796844,11.509789,+237 690 735 275,1,Non,838,475,17,458,0.568,233,66,52,26,13,68,838,582,25,557,0.695,258,126,46,26,11,90,838,351,12,339,0.42,260,9,13,15,18,24
BV-YAO-0869,Bureau de Vote Omnisports N°14,Yaoundé,Yaoundé VII,Omnisports,Mairie,3.769051,11.436438,+237 693 432 626,3,Non,1166,618,11,607,0.53,288,30,85,56,52,96,1166,473,13,460,0.406,218,54,45,20,50,73,1166,409,19,390,0.351,261,10,6,63,11,39
BV-YAO-0870,Bibliothèque municipale de Nkomo — Bureau 1,Yaoundé,Yaoundé V,Nkomo,Bibliothèque municipale,3.8497,11.549716,+237 693 601 359,4,Oui,191,137,2,135,0.718,90,8,3,14,6,14,191,66,2,64,0.35,37,10,2,6,1,8,191,69,2,67,0.362,36,7,1,6,7,10
BV-YAO-0871,Bureau de Vote Elig-Essono 871,Yaoundé,Yaoundé I,Elig-Essono,Mairie,3.898833,11.571218,+237 693 500 094,3,Oui,601,367,5,362,0.612,270,27,12,5,20,28,601,217,8,209,0.362,110,4,16,26,23,30,601,254,8,246,0.423,147,8,22,15,24,30
BV-YAO-0872,Bibliothèque municipale de Nsimeyong — Bureau 3,Yaoundé,Yaoundé II,Nsimeyong,Bibliothèque municipale,3.825618,11.482119,+237 678 276 066,1,Non,443,330,10,320,0.746,158,14,33,37,29,49,443,204,5,199,0.462,113,30,17,4,9,26,443,232,8,224,0.526,179,10,10,1,10,14
BV-YAO-0873,Bureau de Vote Simbock 873,Yaoundé,Yaoundé V,Simbock,École primaire,3.817517,11.472662,+237 695 848 109,1,Oui,301,174,6,168,0.581,98,3,11,18,17,21,301,132,3,129,0.439,74,12,5,6,15,17,301,129,4,125,0.43,68,7,22,4,7,17
BV-YAO-0874,Bureau de Vote Djoungolo N°18,Yaoundé,Yaoundé I,Djoungolo,École primaire,3.922004,11.49837,+237 243 193 523,1,Non,348,142,4,138,0.41,108,1,7,7,6,9,348,179,7,172,0.517,130,10,7,7,5,13,348,209,4,205,0.602,128,18,11,11,14,23
BV-YAO-0875,Salle polyvalente de Mvog-Ada — Bureau 8,Yaoundé,Yaoundé V,Mvog-Ada,Salle polyvalente,3.811935,11.489509,+237 678 854 820,4,Non,520,217,7,210,0.419,160,8,10,10,7,15,520,277,5,272,0.534,199,8,23,16,4,22,520,260,3,257,0.5,181,23,7,11,12,23
BV-YAO-0876,Centre de Vote de Nkomo — Salle 2,Yaoundé,Yaoundé II,Nkomo,Lycée,3.933784,11.546765,+237 691 987 399,2,Non,476,244,3,241,0.515,161,15,22,10,9,24,476,203,8,195,0.427,130,15,17,1,12,20,476,233,7,226,0.491,181,13,7,2,9,14
BV-YAO-0877,Bureau de Vote Obili N°4,Yaoundé,Yaoundé VII,Obili,Mairie,3.880066,11.578252,+237 222 856 609,3,Non,1140,569,14,555,0.499,356,24,45,21,49,60,1140,676,23,653,0.594,443,30,43,35,39,63,1140,573,24,549,0.503,418,21,41,25,4,40
BV-YAO-0878,Bureau de Vote Yaoundé IV — Nkoabang 878,Yaoundé,Yaoundé IV,Nkoabang,Centre social,3.918439,11.535463,+237 695 456 709,4,Non,847,626,24,602,0.739,337,47,44,54,40,80,847,532,9,523,0.628,284,55,50,53,9,72,847,487,16,471,0.575,328,41,15,23,21,43
BV-YAO-0879,Bureau de Vote Simbock 879,Yaoundé,Yaoundé V,Simbock,Centre social,3.871754,11.476657,+237 691 476 810,3,Non,369,222,9,213,0.602,117,20,22,11,14,29,369,133,3,130,0.36,96,7,4,11,1,11,369,93,2,91,0.254,50,2,16,4,6,13
BV-YAO-0880,Centre de Vote de Kondengui — Salle 4,Yaoundé,Yaoundé VI,Kondengui,Centre culturel,3.921162,11.497723,+237 679 079 572,4,Non,900,319,7,312,0.355,239,15,9,13,14,22,900,464,10,454,0.516,320,39,22,25,8,40,900,255,8,247,0.284,121,19,18,24,27,38
BV-YAO-0881,Bibliothèque municipale Nkomo,Yaoundé,Yaoundé VII,Nkomo,Bibliothèque municipale,3.931779,11.551561,+237 690 370 161,3,Oui,610,225,3,222,0.369,123,26,24,5,14,30,610,212,4,208,0.349,129,10,17,8,20,24,610,255,5,250,0.419,155,19,2,18,27,29
BV-YAO-0882,Salle polyvalente Ekounou,Yaoundé,Yaoundé VI,Ekounou,Salle polyvalente,3.906205,11.56434,+237 222 815 096,2,Oui,369,263,8,255,0.715,118,24,8,51,13,41,369,243,9,234,0.659,184,6,10,10,9,15,369,229,4,225,0.623,127,46,4,6,12,30
BV-YAO-0883,Mairie de Nkoldongo — Bureau 6,Yaoundé,Yaoundé I,Nkoldongo,Mairie,3.786881,11.458941,+237 679 717 181,3,Non,999,399,15,384,0.4,201,39,26,21,42,55,999,608,14,594,0.609,325,9,45,67,67,81,999,539,20,519,0.54,354,37,14,27,37,50
BV-YAO-0884,Centre social Nkoabang,Yaoundé,Yaoundé IV,Nkoabang,Centre social,3.76941,11.485315,+237 694 341 334,3,Non,1027,699,31,668,0.681,535,15,4,51,23,40,1027,317,11,306,0.309,153,10,15,31,51,46,1027,417,17,400,0.407,288,29,9,12,28,34
BV-YAO-0885,Salle polyvalente de Mvog-Mbi — Bureau 4,Yaoundé,Yaoundé VI,Mvog-Mbi,Salle polyvalente,3.942059,11.536688,+237 242 980 439,1,Non,301,145,4,141,0.484,67,20,10,7,15,22,301,91,2,89,0.304,47,12,4,8,5,13,301,176,7,169,0.587,129,5,11,11,1,12
BV-YAO-0886,Centre de Vote de Odza — Salle 1,Yaoundé,Yaoundé VI,Odza,École primaire,3.7833,11.457238,+237 242 612 327,1,Non,200,101,4,97,0.509,52,9,3,3,16,14,200,137,5,132,0.69,86,13,3,5,11,14,200,82,2,80,0.411,64,4,3,2,2,5
BV-YAO-0887,Bureau de Vote Yaoundé V — Djoungolo 887,Yaoundé,Yaoundé V,Djoungolo,Collège,3.798911,11.417839,+237 691 982 903,2,Non,1197,446,21,425,0.373,247,40,34,24,26,54,1197,668,26,642,0.558,410,34,51,37,40,70,1197,374,16,358,0.313,266,17,20,3,24,28
BV-YAO-0888,Bureau de Vote Nsam N°4,Yaoundé,Yaoundé IV,Nsam,Mairie,3.803993,11.495014,+237 242 353 807,4,Non,1090,583,16,567,0.535,268,82,64,8,55,90,1090,670,29,641,0.615,494,17,27,39,20,44,1090,317,10,307,0.292,192,24,9,26,22,34
BV-YAO-0889,Centre de Vote de Kondengui — Salle 2,Yaoundé,Yaoundé III,Kondengui,Mairie,3.846329,11.573588,+237 695 046 620,4,Oui,760,518,14,504,0.683,395,32,11,27,6,33,760,258,6,252,0.34,117,17,21,27,29,41,760,236,6,230,0.312,109,34,37,3,10,37
BV-YAO-0890,Centre culturel de Nkolbikok — Bureau 5,Yaoundé,Yaoundé VII,Nkolbikok,Centre culturel,3.834441,11.46316,+237 222 253 994,2,Oui,371,200,5,195,0.541,104,20,12,13,18,28,371,216,8,208,0.584,158,3,13,15,4,15,371,115,1,114,0.31,86,1,2,8,8,9
BV-YAO-0891,Bureau de Vote Mvog-Mbi 891,Yaoundé,Yaoundé II,Mvog-Mbi,Lycée,3.939766,11.449966,+237 694 156 511,4,Non,385,259,8,251,0.674,202,10,2,15,7,15,385,229,6,223,0.596,110,6,35,32,6,34,385,188,8,180,0.489,127,17,4,12,4,16
BV-YAO-0892,Bureau de Vote Mfandena 892,Yaoundé,Yaoundé VI,Mfandena,Mairie,3.853272,11.465207,+237 692 427 632,2,Non,843,327,9,318,0.388,200,29,15,23,15,36,843,392,15,377,0.466,288,28,2,15,17,27,843,352,13,339,0.418,227,15,15,22,26,34
BV-YAO-0893,Mairie Melen,Yaoundé,Yaoundé II,Melen,Mairie,3.900489,11.583311,+237 222 956 082,2,Non,324,207,3,204,0.641,135,13,17,14,4,21,324,154,5,149,0.478,89,21,12,7,2,18,324,192,3,189,0.593,111,10,18,7,19,24
BV-YAO-0894,Bureau de Vote Yaoundé VII — Mfandena 894,Yaoundé,Yaoundé VII,Mfandena,Centre culturel,3.901256,11.522438,+237 233 987 578,4,Non,169,113,3,110,0.669,82,7,6,4,3,8,169,80,3,77,0.478,48,5,5,3,7,9,169,104,4,100,0.621,78,5,2,4,4,7
BV-YAO-0895,Bureau de Vote Yaoundé V — Carrière 895,Yaoundé,Yaoundé V,Carrière,Salle polyvalente,3.894263,11.597926,+237 695 694 039,3,Oui,533,344,15,329,0.646,172,32,29,15,34,47,533,266,8,258,0.501,156,23,16,12,20,31,533,336,15,321,0.631,221,13,20,15,22,30
BV-YAO-0896,Centre de Vote de Elig-Essono — Salle 3,Yaoundé,Yaoundé V,Elig-Essono,Centre communautaire,3.836762,11.401342,+237 692 367 953,2,Oui,969,630,12,618,0.651,448,60,30,22,7,51,969,546,22,524,0.564,241,31,74,21,72,85,969,396,8,388,0.409,232,23,52,27,7,47
BV-YAO-0897,École primaire Mvog-Mbi,Yaoundé,Yaoundé V,Mvog-Mbi,École primaire,3.916649,11.453606,+237 694 115 121,3,Oui,1138,497,17,480,0.437,304,34,34,15,40,53,1138,346,15,331,0.305,156,36,45,12,29,53,1138,334,16,318,0.294,185,32,13,14,34,40
BV-YAO-0898,Bureau de Vote Santa Barbara 898,Yaoundé,Yaoundé I,Santa Barbara,École primaire,3.832107,11.529207,+237 692 338 699,1,Non,577,401,5,396,0.695,287,25,3,34,14,33,577,399,8,391,0.692,314,13,16,14,11,23,577,300,10,290,0.521,167,15,28,22,21,37
