id,nom,ville,arrondissement,quartier,type_batiment,latitude,longitude,telephone,nb_urnes,accessibilite_pmr,inscrits_2017,votants_2017,bulletins_nuls_2017,SVE_2017,taux_participation_2017,RDPC_votes_2017,CDP_votes_2017,EPG_votes_2017,SAJ_votes_2017,ESA_votes_2017,autres_votes_2017,inscrits_2018,votants_2018,bulletins_nuls_2018,SVE_2018,taux_participation_2018,RDPC_votes_2018,CDP_votes_2018,EPG_votes_2018,SAJ_votes_2018,ESA_votes_2018,autres_votes_2018,inscrits_2019,votants_2019,bulletins_nuls_2019,SVE_2019,taux_participation_2019,RDPC_votes_2019,CDP_votes_2019,EPG_votes_2019,SAJ_votes_2019,ESA_votes_2019,autres_votes_2019
BV-DOU-0220,Lycée Nzeng-Ayong,Douala,Douala V,Nzeng-Ayong,Lycée,4.008497,9.784374,+237 691 897 422,4,Non,483,290,12,278,0.601,141,32,20,7,37,41,483,317,9,308,0.658,201,27,21,20,7,32,483,143,5,138,0.298,84,12,2,15,9,16
BV-DOU-0221,Bureau de Vote Ndog-Bong 221,Douala,Douala I,Ndog-Bong,Bibliothèque municipale,4.10519,9.678215,+237 690 733 681,4,Non,1200,888,24,864,0.74,684,63,24,18,21,54,1200,607,7,600,0.507,442,26,35,40,10,47,1200,323,13,310,0.27,168,24,27,26,22,43
BV-DOU-0222,Mairie de PK14 — Bureau 1,Douala,Douala V,PK14,Mairie,4.139501,9.698763,+237 222 991 412,4,Non,220,135,5,130,0.618,78,15,13,5,3,16,220,143,1,142,0.652,67,7,5,20,20,23,220,56,1,55,0.257,40,1,3,3,3,5
BV-DOU-0223,Centre de Vote de Bonaberi — Salle 4,Douala,Douala V,Bonaberi,Collège,4.004161,9.69471,+237 695 777 751,2,Non,654,348,13,335,0.533,254,6,26,14,10,25,654,414,6,408,0.634,191,51,28,45,28,65,654,274,7,267,0.42,198,4,7,25,12,21
BV-DOU-0224,Bureau de Vote Ndog-Passi III N°20,Douala,Douala V,Ndog-Passi III,Bibliothèque municipale,4.094776,9.764145,+237 242 088 270,1,Non,340,183,6,177,0.541,98,23,10,6,16,24,340,224,7,217,0.66,156,13,9,16,4,19,340,124,2,122,0.366,85,6,5,7,8,11
BV-DOU-0225,Bureau de Vote Douala III — Bonapriso 225,Douala,Douala III,Bonapriso,Bibliothèque municipale,4.012486,9.743935,+237 678 235 758,3,Non,969,423,16,407,0.437,267,30,20,25,23,42,969,615,16,599,0.635,452,6,14,66,17,44,969,330,10,320,0.341,245,22,7,16,7,23
BV-DOU-0226,Centre de Vote de Nkongmondo — Salle 2,Douala,Douala IV,Nkongmondo,Mairie,4.051009,9.743595,+237 677 785 317,4,Oui,775,498,23,475,0.643,328,34,27,31,11,44,775,519,13,506,0.671,385,19,24,23,19,36,775,354,3,351,0.457,178,8,53,9,51,52
BV-DOU-0227,Bureau de Vote Douala II — Ndog-Bong 227,Douala,Douala II,Ndog-Bong,Centre communautaire,4.052379,9.714629,+237 693 097 469,3,Non,867,411,17,394,0.475,265,18,26,36,10,39,867,409,11,398,0.473,278,43,22,7,12,36,867,268,12,256,0.31,185,5,2,21,22,21
BV-DOU-0228,Bureau de Vote Sodiko N°11,Douala,Douala V,Sodiko,Lycée,4.046557,9.782939,+237 678 025 829,4,Non,827,377,6,371,0.456,210,20,6,51,35,49,827,520,23,497,0.629,335,40,30,8,35,49,827,477,7,470,0.578,289,22,29,35,40,55
BV-DOU-0229,Centre de Vote de Bali — Salle 3,Douala,Douala IV,Bali,Salle polyvalente,4.010194,9.754688,+237 233 272 977,3,Non,838,596,19,577,0.712,264,100,42,16,61,94,838,487,6,481,0.581,343,7,22,35,32,42,838,540,19,521,0.646,246,66,14,95,17,83
BV-DOU-0230,Salle polyvalente de Sodiko — Bureau 4,Douala,Douala V,Sodiko,Salle polyvalente,4.111535,9.668117,+237 692 349 565,2,Oui,324,120,3,117,0.372,74,5,7,9,9,13,324,217,5,212,0.672,152,1,17,13,11,18,324,114,3,111,0.352,86,4,3,2,8,8
BV-DOU-0231,Bureau de Vote Douala II — Ndogpassi 231,Douala,Douala II,Ndogpassi,Centre communautaire,4.005309,9.757415,+237 222 241 668,1,Non,379,172,2,170,0.455,127,10,7,3,10,13,379,154,5,149,0.407,117,4,1,4,13,10,379,184,6,178,0.486,105,18,16,15,2,22
BV-DOU-0232,Salle polyvalente Ndokoti,Douala,Douala IV,Ndokoti,Salle polyvalente,4.054949,9.705507,+237 694 795 337,2,Oui,1154,608,21,587,0.527,273,51,34,70,65,94,1154,415,18,397,0.36,279,5,24,23,30,36,1154,592,23,569,0.513,381,10,88,20,13,57
BV-DOU-0233,École primaire Nyalla,Douala,Douala VI,Nyalla,École primaire,4.044123,9.775571,+237 679 153 119,1,Non,773,394,16,378,0.51,205,35,22,35,29,52,773,379,7,372,0.491,286,20,24,11,5,26,773,286,6,280,0.37,145,33,15,23,23,41
BV-DOU-0234,Bureau de Vote Nzeng-Ayong N°6,Douala,Douala III,Nzeng-Ayong,École primaire,3.996631,9.697847,+237 695 553 101,3,Oui,923,484,13,471,0.525,281,12,38,27,56,57,923,367,7,360,0.398,251,33,13,16,14,33,923,291,7,284,0.316,150,39,34,11,9,41
BV-DOU-0235,École primaire PK12,Douala,Douala V,PK12,École primaire,4.056805,9.722311,+237 691 871 615,1,Non,1198,481,22,459,0.402,215,21,54,51,44,74,1198,483,6,477,0.404,378,6,20,18,25,30,1198,398,14,384,0.332,192,13,9,52,60,58
BV-DOU-0236,Centre de Vote de Nzeng-Ayong — Salle 3,Douala,Douala III,Nzeng-Ayong,Bibliothèque municipale,4.125167,9.729674,+237 233 738 710,2,Oui,1074,679,25,654,0.632,385,16,122,16,34,81,1074,631,26,605,0.588,472,22,35,33,3,40,1074,468,13,455,0.436,345,29,21,16,11,33
BV-DOU-0237,Collège Bonapriso,Douala,Douala II,Bonapriso,Collège,4.093068,9.691776,+237 690 896 140,1,Non,336,209,5,204,0.622,135,10,9,6,23,21,336,159,3,156,0.474,121,6,6,7,5,11,336,141,1,140,0.422,76,2,16,9,17,20
BV-DOU-0238,Lycée de Cité des Palmiers — Bureau 7,Douala,Douala VI,Cité des Palmiers,Lycée,4.026241,9.666032,+237 243 179 460,3,Oui,519,381,14,367,0.734,178,27,45,26,34,57,519,268,3,265,0.518,123,38,3,27,31,43,519,255,2,253,0.492,137,12,21,12,36,35
BV-DOU-0239,Bureau de Vote PK10 N°5,Douala,Douala IV,PK10,Lycée,3.998092,9.664002,+237 692 328 252,3,Non,631,289,9,280,0.459,158,13,10,16,46,37,631,295,5,290,0.468,193,17,4,28,19,29,631,209,4,205,0.333,109,13,16,21,17,29
BV-DOU-0240,Centre culturel de Bali — Bureau 7,Douala,Douala I,Bali,Centre culturel,4.009648,9.649718,+237 222 171 800,1,Oui,383,210,9,201,0.549,138,16,12,7,9,19,383,264,6,258,0.69,130,36,12,36,5,39,383,213,2,211,0.558,105,17,33,9,15,32
BV-DOU-0241,Mairie de Bepanda — Bureau 2,Douala,Douala V,Bepanda,Mairie,4.059397,9.700923,+237 242 152 206,2,Non,778,300,5,295,0.387,182,27,11,30,11,34,778,418,5,413,0.538,230,39,16,35,38,55,778,499,23,476,0.642,289,4,34,45,48,56
BV-DOU-0242,Lycée Nyalla,Douala,Douala V,Nyalla,Lycée,4.015884,9.757851,+237 679 735 377,2,Non,404,206,2,204,0.511,96,6,21,28,20,33,404,201,6,195,0.499,98,12,30,7,19,29,404,249,5,244,0.617,144,14,11,18,27,30
BV-DOU-0243,Bureau de Vote Akwa 243,Douala,Douala V,Akwa,Mairie,4.108525,9.66348,+237 222 915 543,3,Oui,150,68,3,65,0.454,36,8,6,4,2,9,150,88,2,86,0.587,57,11,2,2,5,9,150,58,1,57,0.39,33,3,1,3,10,7
BV-DOU-0244,Centre de Vote de Bonapriso — Salle 2,Douala,Douala I,Bonapriso,Centre communautaire,4.073594,9.767367,+237 691 754 824,2,Non,517,343,15,328,0.664,168,23,38,13,38,48,517,301,10,291,0.583,205,27,8,4,21,26,517,203,2,201,0.394,116,23,15,17,4,26
BV-DOU-0245,Centre culturel de New Bell — Bureau 2,Douala,Douala IV,New Bell,Centre culturel,4.126463,9.662442,+237 695 612 037,4,Non,542,381,12,369,0.705,223,21,7,47,27,44,542,301,13,288,0.556,187,41,16,7,7,30,542,178,7,171,0.33,116,7,5,20,6,17
BV-DOU-0246,Bureau de Vote Cité des Palmiers 246,Douala,Douala VI,Cité des Palmiers,Mairie,4.021443,9.78238,+237 692 418 793,4,Non,188,81,1,80,0.434,65,1,4,3,2,5,188,121,5,116,0.646,79,4,8,8,6,11,188,81,3,78,0.436,43,7,8,9,1,10
BV-DOU-0247,Centre social Japoma,Douala,Douala V,Japoma,Centre social,4.003603,9.668677,+237 695 696 804,1,Non,617,375,15,360,0.608,272,27,28,4,2,27,617,242,7,235,0.394,178,16,2,4,18,17,617,157,2,155,0.255,101,12,10,7,9,16
BV-DOU-0248,Bureau de Vote Ndogpassi N°4,Douala,Douala II,Ndogpassi,Lycée,4.104907,9.651267,+237 691 190 027,2,Non,580,347,16,331,0.599,240,16,23,7,17,28,580,177,4,173,0.306,120,2,12,9,14,16,580,286,4,282,0.493,223,9,12,12,8,18
BV-DOU-0249,Bureau de Vote Douala I — Mboppi 249,Douala,Douala I,Mboppi,Centre communautaire,4.074463,9.654365,+237 677 530 156,4,Oui,931,354,8,346,0.381,162,45,38,16,30,55,931,579,16,563,0.623,290,70,65,14,42,82,931,438,6,432,0.471,321,24,27,19,8,33
BV-DOU-0250,Centre de Vote de Ndokoti — Salle 1,Douala,Douala IV,Ndokoti,Centre social,4.076354,9.770556,+237 693 931 835,2,Oui,1108,401,12,389,0.362,247,15,54,22,8,43,1108,745,36,709,0.673,482,51,21,46,41,68,1108,611,28,583,0.552,281,12,77,95,27,91
BV-DOU-0251,Bureau de Vote Bonapriso N°2,Douala,Douala VI,Bonapriso,Centre culturel,4.085237,9.742009,+237 678 058 579,3,Oui,1072,693,27,666,0.647,529,22,16,30,28,41,1072,602,16,586,0.562,283,40,28,39,105,91,1072,530,10,520,0.495,400,33,17,30,4,36
BV-DOU-0252,Bureau de Vote Douala III — Village 252,Douala,Douala III,Village,École primaire,4.078652,9.65963,+237 243 065 556,4,Non,1085,423,7,416,0.391,221,23,14,58,41,59,1085,538,16,522,0.496,311,43,24,25,55,64,1085,330,7,323,0.305,213,8,25,12,32,33
BV-DOU-0253,Bibliothèque municipale de Nyalla — Bureau 8,Douala,Douala V,Nyalla,Bibliothèque municipale,4.031723,9.622319,+237 691 486 208,1,Non,303,113,5,108,0.376,54,14,6,6,11,17,303,140,5,135,0.463,96,5,11,5,6,12,303,104,1,103,0.344,53,3,17,7,8,15
BV-DOU-0254,Salle polyvalente Soboum,Douala,Douala VI,Soboum,Salle polyvalente,4.074506,9.693346,+237 222 126 728,4,Oui,612,456,19,437,0.746,242,5,36,46,49,59,612,349,11,338,0.572,212,17,20,23,28,38,612,153,7,146,0.25,113,6,15,1,1,10
BV-DOU-0255,Bureau de Vote Bassa 255,Douala,Douala I,Bassa,Salle polyvalente,4.099099,9.641571,+237 678 133 071,2,Non,439,181,6,175,0.414,123,9,7,12,8,16,439,149,2,147,0.34,77,7,3,24,15,21,439,178,6,172,0.407,90,21,10,18,8,25
BV-DOU-0256,Salle polyvalente de Logpom — Bureau 3,Douala,Douala III,Logpom,Salle polyvalente,4.080071,9.665246,+237 678 884 101,3,Oui,581,327,10,317,0.564,147,11,23,33,52,51,581,196,8,188,0.338,152,8,1,9,7,11,581,317,4,313,0.547,222,34,18,4,8,27
BV-DOU-0257,Bureau de Vote Nyalla Extension N°3,Douala,Douala V,Nyalla Extension,Salle polyvalente,4.109104,9.744877,+237 695 440 686,3,Non,710,341,13,328,0.481,204,6,26,27,28,37,710,384,16,368,0.541,225,7,15,40,38,43,710,225,4,221,0.317,108,25,9,22,23,34
BV-DOU-0258,Bureau de Vote Bonaberi 258,Douala,Douala IV,Bonaberi,Centre culturel,4.089454,9.765668,+237 690 583 805,4,Oui,161,88,3,85,0.551,63,5,3,1,6,7,161,83,1,82,0.519,53,5,6,6,3,9,161,61,1,60,0.383,37,4,6,5,1,7
BV-DOU-0259,Centre de Vote de Bonamoussadi — Salle 1,Douala,Douala VI,Bonamoussadi,Lycée,4.064807,9.632706,+237 233 391 430,1,Oui,642,353,14,339,0.55,201,30,6,40,20,42,642,355,5,350,0.553,219,43,9,14,26,39,642,415,18,397,0.647,284,24,30,4,21,34
BV-DOU-0260,Centre culturel Kotto,Douala,Douala III,Kotto,Centre culturel,3.988807,9.721612,+237 691 804 954,4,Oui,177,106,3,103,0.604,83,4,6,2,2,6,177,53,1,52,0.303,33,1,3,2,7,6,177,49,2,47,0.278,30,3,4,4,1,5
BV-DOU-0261,Centre social de Sodiko — Bureau 5,Douala,Douala VI,Sodiko,Centre social,3.968784,9.718014,+237 693 809 460,2,Non,331,207,10,197,0.626,130,8,7,15,17,20,331,133,4,129,0.402,92,7,6,8,5,11,331,147,4,143,0.445,84,10,12,14,5,18
BV-DOU-0262,Centre de Vote de Bali — Salle 2,Douala,Douala II,Bali,Centre communautaire,3.982298,9.727152,+237 690 102 612,4,Oui,868,511,20,491,0.589,252,29,50,39,49,72,868,569,20,549,0.656,299,59,13,40,63,75,868,300,11,289,0.346,177,21,12,22,23,34
BV-DOU-0263,Bureau de Vote Village 263,Douala,Douala VI,Village,Collège,3.965969,9.710712,+237 695 939 042,1,Non,294,193,7,186,0.657,103,6,40,6,6,25,294,142,5,137,0.486,104,8,6,6,3,10,294,76,1,75,0.261,37,4,7,8,8,11
BV-DOU-0264,Bureau de Vote Douala IV — Bonanjo 264,Douala,Douala IV,Bonanjo,Mairie,4.103015,9.749523,+237 694 583 542,2,Non,220,122,5,117,0.559,61,10,4,21,4,17,220,137,6,131,0.627,100,1,8,9,3,10,220,94,1,93,0.429,73,1,3,5,5,6
BV-DOU-0265,Salle polyvalente Koumassi,Douala,Douala VI,Koumassi,Salle polyvalente,4.089837,9.650527,+237 222 014 702,4,Oui,267,152,7,145,0.573,102,10,8,4,8,13,267,154,6,148,0.579,88,15,11,13,3,18,267,75,1,74,0.283,50,4,1,10,2,7
BV-DOU-0266,Centre de Vote de Nyalla — Salle 5,Douala,Douala V,Nyalla,Salle polyvalente,4.063187,9.621254,+237 222 958 800,4,Non,262,181,5,176,0.694,116,7,11,15,9,18,262,116,5,111,0.445,65,7,10,4,11,14,262,114,5,109,0.437,57,4,10,18,4,16
BV-DOU-0267,Centre de Vote de Deido — Salle 3,Douala,Douala III,Deido,École primaire,4.11184,9.728683,+237 222 458 922,4,Non,516,218,9,209,0.423,144,12,11,15,7,20,516,334,8,326,0.649,196,36,16,25,14,39,516,325,9,316,0.632,214,19,20,22,10,31
BV-DOU-0268,Bureau de Vote Douala V — Nyalla 268,Douala,Douala V,Nyalla,Salle polyvalente,4.118631,9.693337,+237 242 806 235,2,Oui,297,178,5,173,0.601,120,8,13,9,7,16,297,118,4,114,0.399,75,7,7,10,3,12,297,122,5,117,0.414,62,5,4,22,7,17
BV-DOU-0269,Lycée de Koumassi — Bureau 4,Douala,Douala I,Koumassi,Lycée,4.032695,9.751892,+237 694 997 959,4,Non,780,551,12,539,0.707,413,5,34,21,28,38,780,374,10,364,0.48,247,9,31,13,29,35,780,283,9,274,0.363,221,15,10,10,2,16
BV-DOU-0270,Bureau de Vote Douala IV — Ndokoti 270,Douala,Douala IV,Ndokoti,Centre communautaire,4.140608,9.714999,+237 695 386 819,1,Oui,1138,530,20,510,0.466,331,41,46,30,8,54,1138,427,13,414,0.376,205,35,39,19,53,63,1138,361,9,352,0.318,241,21,16,33,8,33
BV-DOU-0271,Bibliothèque municipale Bali,Douala,Douala I,Bali,Bibliothèque municipale,4.014663,9.790149,+237 694 654 035,3,Non,402,203,9,194,0.506,99,24,13,18,11,29,402,169,6,163,0.421,88,20,9,21,2,23,402,118,4,114,0.295,55,9,4,13,15,18
BV-DOU-0272,École primaire Ndogbong,Douala,Douala I,Ndogbong,École primaire,4.108426,9.707993,+237 693 932 824,1,Non,398,184,4,180,0.462,134,1,11,6,14,14,398,267,4,263,0.673,210,9,4,10,14,16,398,226,6,220,0.57,158,15,3,16,9,19
BV-DOU-0273,Bibliothèque municipale de Boko — Bureau 6,Douala,Douala III,Boko,Bibliothèque municipale,4.016371,9.635682,+237 242 189 346,3,Non,551,335,12,323,0.61,171,23,16,51,16,46,551,233,11,222,0.424,143,8,13,17,17,24,551,195,3,192,0.355,116,14,15,11,13,23
BV-DOU-0274,Bureau de Vote Douala IV — Sodiko 274,Douala,Douala IV,Sodiko,Mairie,4.022543,9.696118,+237 694 093 478,4,Non,454,177,4,173,0.39,106,13,4,12,18,20,454,186,2,184,0.411,108,19,6,5,23,23,454,212,8,204,0.468,108,23,19,15,10,29
BV-DOU-0275,École primaire de Ndog-Bong — Bureau 5,Douala,Douala IV,Ndog-Bong,École primaire,4.128224,9.746272,+237 692 831 403,1,Oui,351,221,7,214,0.631,135,15,19,12,9,24,351,203,2,201,0.581,139,14,14,1,14,19,351,210,2,208,0.599,165,1,10,6,13,13
BV-DOU-0276,École primaire de Deido — Bureau 1,Douala,Douala III,Deido,École primaire,4.069851,9.745484,+237 693 814 161,2,Non,194,116,4,112,0.599,78,3,11,2,8,10,194,76,2,74,0.392,58,1,2,4,4,5,194,80,1,79,0.416,50,4,11,1,4,9
BV-DOU-0277,Centre de Vote de Mboppi — Salle 1,Douala,Douala III,Mboppi,Bibliothèque municipale,4.066177,9.789608,+237 243 979 727,3,Oui,1186,730,34,696,0.616,520,37,36,17,33,53,1186,510,11,499,0.43,348,31,25,8,41,46,1186,605,18,587,0.51,299,30,61,55,55,87
BV-DOU-0278,Bureau de Vote Douala IV — Nyalla Extension 278,Douala,Douala IV,Nyalla Extension,Collège,3.972881,9.684715,+237 695 467 482,1,Non,260,194,8,186,0.747,93,4,27,22,12,28,260,163,2,161,0.629,75,8,18,20,14,26,260,69,1,68,0.269,36,6,7,2,7,10
BV-DOU-0279,Centre social Bonaberi,Douala,Douala IV,Bonaberi,Centre social,4.106368,9.757308,+237 242 648 019,1,Oui,728,410,9,401,0.564,202,16,54,46,23,60,728,341,7,334,0.469,199,9,25,12,48,41,728,425,8,417,0.585,207,8,36,25,78,63
BV-DOU-0280,Centre de Vote de Nkongmondo — Salle 1,Douala,Douala III,Nkongmondo,École primaire,4.103309,9.726853,+237 695 773 209,3,Non,975,513,20,493,0.526,347,29,24,25,24,44,975,603,10,593,0.619,453,26,16,31,25,42,975,335,10,325,0.344,236,28,21,9,4,27
BV-DOU-0281,Centre communautaire de PK8 — Bureau 6,Douala,Douala VI,PK8,Centre communautaire,4.045087,9.622585,+237 679 534 489,4,Non,479,247,4,243,0.517,191,1,14,13,8,16,479,180,6,174,0.377,127,12,1,7,13,14,479,220,8,212,0.461,117,14,12,19,21,29
BV-DOU-0282,Bureau de Vote Douala II — Logpom 282,Douala,Douala II,Logpom,Salle polyvalente,4.089114,9.789019,+237 677 425 234,4,Non,1025,552,12,540,0.539,391,8,30,7,59,45,1025,440,11,429,0.43,226,9,43,71,19,61,1025,639,8,631,0.624,435,36,57,31,13,59
BV-DOU-0283,Bureau de Vote Douala V — Ndog-Passi III 283,Douala,Douala V,Ndog-Passi III,Centre culturel,4.038775,9.637572,+237 222 608 484,2,Non,1007,475,5,470,0.473,259,65,59,8,16,63,1007,660,22,638,0.656,463,40,17,47,18,53,1007,335,8,327,0.334,258,12,7,11,18,21
BV-DOU-0284,Centre de Vote de Bonapriso — Salle 3,Douala,Douala III,Bonapriso,Mairie,4.056956,9.736024,+237 242 062 775,3,Non,836,299,13,286,0.358,207,11,20,17,7,24,836,526,15,511,0.629,393,23,26,19,14,36,836,396,11,385,0.474,294,19,16,5,23,28
BV-DOU-0285,Bureau de Vote Koumassi N°1,Douala,Douala V,Koumassi,Centre social,4.004531,9.745094,+237 690 358 100,4,Oui,395,157,6,151,0.399,114,10,11,1,4,11,395,143,4,139,0.362,105,10,7,1,6,10,395,219,7,212,0.556,125,23,9,10,19,26
BV-DOU-0286,Centre social de Youpwé — Bureau 4,Douala,Douala III,Youpwé,Centre social,3.978321,9.681795,+237 693 648 810,4,Oui,1051,669,11,658,0.637,428,40,39,38,44,69,1051,720,31,689,0.685,346,24,42,105,69,103,1051,644,10,634,0.613,362,74,35,72,9,82
BV-DOU-0287,Centre communautaire de Makepe — Bureau 7,Douala,Douala VI,Makepe,Centre communautaire,4.030249,9.703713,+237 693 293 738,4,Non,675,438,9,429,0.65,228,56,5,54,26,60,675,468,7,461,0.694,328,10,8,27,48,40,675,353,17,336,0.524,207,14,26,27,23,39
BV-DOU-0288,Centre de Vote de PK17 — Salle 5,Douala,Douala V,PK17,Mairie,4.005303,9.731502,+237 691 136 390,3,Non,908,370,6,364,0.408,285,20,4,15,16,24,908,512,6,506,0.565,256,50,7,101,17,75,908,447,19,428,0.493,252,42,52,15,14,53
BV-DOU-0289,Centre de Vote de Ndoghem — Salle 5,Douala,Douala I,Ndoghem,Mairie,3.981941,9.695352,+237 679 200 596,1,Non,322,238,8,230,0.74,116,14,18,31,17,34,322,179,2,177,0.558,84,18,9,5,33,28,322,91,4,87,0.285,58,6,4,7,3,9
BV-DOU-0290,Bureau de Vote Bonamoussadi N°17,Douala,Douala V,Bonamoussadi,Salle polyvalente,4.012451,9.762082,+237 242 942 032,4,Non,1031,385,18,367,0.374,208,24,17,18,52,48,1031,641,28,613,0.622,459,48,26,9,25,46,1031,376,17,359,0.365,239,31,19,9,25,36
BV-DOU-0291,Lycée de Soboum — Bureau 3,Douala,Douala III,Soboum,Lycée,4.04363,9.791267,+237 677 221 267,3,Non,884,338,7,331,0.383,245,21,16,5,18,26,884,428,17,411,0.485,300,6,5,36,31,33,884,365,11,354,0.414,218,6,27,28,34,41
BV-DOU-0292,Lycée Cité des Palmiers,Douala,Douala IV,Cité des Palmiers,Lycée,4.095958,9.708869,+237 242 996 726,4,Oui,303,184,8,176,0.609,127,6,13,4,11,15,303,205,7,198,0.678,113,13,21,23,2,26,303,181,2,179,0.6,91,15,19,15,12,27
BV-DOU-0293,Bureau de Vote Ndokoti N°19,Douala,Douala V,Ndokoti,Centre culturel,4.122398,9.692225,+237 690 302 029,3,Oui,843,470,6,464,0.559,243,49,53,45,7,67,843,548,22,526,0.651,357,37,38,23,20,51,843,278,4,274,0.33,135,23,31,30,13,42
BV-DOU-0294,École primaire de Village — Bureau 5,Douala,Douala II,Village,École primaire,4.0109,9.777998,+237 692 885 589,4,Non,1140,807,27,780,0.708,575,14,28,25,76,62,1140,785,14,771,0.689,539,29,30,65,38,70,1140,369,16,353,0.324,163,43,35,19,36,57
BV-DOU-0295,Salle polyvalente de Soboum — Bureau 6,Douala,Douala IV,Soboum,Salle polyvalente,4.131424,9.687453,+237 692 631 823,3,Non,965,537,14,523,0.557,370,8,37,28,34,46,965,555,17,538,0.575,429,14,25,18,19,33,965,473,22,451,0.491,226,40,66,39,12,68
BV-DOU-0296,Bureau de Vote Nyalla N°2,Douala,Douala V,Nyalla,Lycée,4.009422,9.741361,+237 677 957 441,1,Oui,545,385,16,369,0.708,293,8,15,17,13,23,545,312,11,301,0.573,145,34,32,15,28,47,545,257,12,245,0.473,132,6,30,22,21,34
BV-DOU-0297,Bibliothèque municipale Ndog-Bea,Douala,Douala III,Ndog-Bea,Bibliothèque municipale,4.105414,9.730378,+237 677 369 720,3,Oui,466,163,4,159,0.351,103,10,13,9,7,17,466,170,7,163,0.365,82,13,11,20,12,25,466,218,10,208,0.468,117,22,5,6,30,28
BV-DOU-0298,Collège Bessengue,Douala,Douala II,Bessengue,Collège,4.038259,9.758302,+237 222 155 930,4,Oui,711,310,11,299,0.437,177,30,34,6,15,37,711,336,16,320,0.473,191,7,32,20,31,39,711,316,5,311,0.445,245,11,17,5,13,20
BV-DOU-0299,Bureau de Vote Douala III — Ndokoti 299,Douala,Douala III,Ndokoti,École primaire,4.078132,9.643659,+237 694 974 861,4,Oui,531,299,4,295,0.564,227,6,6,13,22,21,531,296,7,289,0.557,168,33,18,12,21,37,531,249,8,241,0.47,155,17,22,3,18,26
BV-DOU-0300,Bureau de Vote Mbanya N°2,Douala,Douala II,Mbanya,École primaire,4.108769,9.74869,+237 678 151 777,4,Non,421,281,12,269,0.669,160,16,16,19,25,33,421,246,3,243,0.586,153,8,11,25,19,27,421,270,9,261,0.643,155,56,7,5,6,32
BV-DOU-0301,Collège de PK12 — Bureau 6,Douala,Douala V,PK12,Collège,4.096081,9.766809,+237 678 850 003,4,Non,1067,603,15,588,0.566,306,21,24,94,58,85,1067,406,18,388,0.381,191,36,15,15,72,59,1067,489,15,474,0.458,259,34,22,41,53,65
BV-DOU-0302,Centre social Bonapriso,Douala,Douala I,Bonapriso,Centre social,3.977777,9.756668,+237 677 179 197,4,Non,686,386,5,381,0.563,298,23,8,4,23,25,686,398,10,388,0.581,289,13,21,14,21,30,686,442,11,431,0.646,329,32,9,9,21,31
BV-DOU-0303,École primaire Kotto,Douala,Douala V,Kotto,École primaire,3.977246,9.738055,+237 695 811 977,2,Non,176,68,1,67,0.388,38,6,5,6,3,9,176,60,2,58,0.341,34,8,1,7,1,7,176,54,1,53,0.308,42,3,2,1,2,3
BV-DOU-0304,Centre communautaire PK14,Douala,Douala V,PK14,Centre communautaire,3.994706,9.772537,+237 692 500 407,3,Non,1172,818,23,795,0.698,540,21,45,40,73,76,1172,513,23,490,0.438,346,10,36,23,32,43,1172,759,18,741,0.648,420,32,67,29,97,96
BV-DOU-0305,Bureau de Vote Douala VI — Cité des Palmiers 305,Douala,Douala VI,Cité des Palmiers,Mairie,4.11883,9.73186,+237 690 690 752,4,Non,769,507,22,485,0.66,226,24,14,128,15,78,769,359,7,352,0.467,257,38,7,13,8,29,769,396,16,380,0.515,307,5,16,16,14,22
BV-DOU-0306,Mairie New Bell,Douala,Douala VI,New Bell,Mairie,4.103619,9.702124,+237 233 387 335,1,Non,1022,651,29,622,0.637,359,54,43,45,42,79,1022,664,13,651,0.65,326,66,78,10,73,98,1022,417,4,413,0.409,268,47,35,4,15,44
BV-DOU-0307,Centre culturel de Mbanya — Bureau 1,Douala,Douala VI,Mbanya,Centre culturel,4.046634,9.730895,+237 694 108 013,4,Oui,595,282,5,277,0.475,214,5,20,3,16,19,595,180,3,177,0.303,105,14,14,11,11,22,595,376,12,364,0.633,288,8,11,11,23,23
BV-DOU-0308,Bureau de Vote Ndogpassi 308,Douala,Douala I,Ndogpassi,Centre social,3.992552,9.759227,+237 694 797 965,3,Oui,1132,551,9,542,0.487,436,14,8,17,35,32,1132,385,17,368,0.34,183,25,34,39,31,56,1132,373,15,358,0.33,242,29,27,11,14,35
BV-DOU-0309,Collège Soboum,Douala,Douala V,Soboum,Collège,4.081401,9.779958,+237 678 015 329,2,Non,547,350,5,345,0.641,249,33,5,5,24,29,547,288,3,285,0.527,158,15,44,26,4,38,547,141,5,136,0.259,75,11,13,17,1,19
BV-DOU-0310,Bureau de Vote Douala V — Ndogbong 310,Douala,Douala V,Ndogbong,Salle polyvalente,4.101164,9.693027,+237 677 102 506,1,Non,432,166,2,164,0.385,134,4,10,5,2,9,432,218,9,209,0.506,133,9,18,17,9,23,432,178,3,175,0.413,87,8,17,19,17,27
BV-DOU-0311,Bureau de Vote PK17 N°13,Douala,Douala I,PK17,Collège,4.102365,9.765608,+237 692 531 274,1,Non,417,186,4,182,0.447,129,12,5,8,12,16,417,198,9,189,0.475,133,8,9,14,8,17,417,122,2,120,0.294,78,2,10,11,6,13
