id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,capacite_inscriptions,horaires_ouverture,statut
ELECAM-YAO-0255,Agence ELECAM Mokolo 255,Yaoundé,Yaoundé I,Mokolo,3.851348,11.502147,+237 694 523 435,agenceelecam@yahoo.fr,1982,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0256,Point ELECAM Cité Verte 256,Yaoundé,Yaoundé IV,Cité Verte,3.809915,11.42949,+237 690 693 319,pointelecamc@gmail.com,1405,Lun–Ven 08h00–15h30,En rénovation
ELECAM-YAO-0257,Point ELECAM Émana 257,Yaoundé,Yaoundé III,Émana,3.796735,11.596748,+237 233 221 095,pointelecamé@gmail.com,4206,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0258,Bureau ELECAM Yaoundé IV — Nkoldongo,Yaoundé,Yaoundé IV,Nkoldongo,3.858666,11.435676,+237 242 037 844,bureauelecam@gmail.com,3718,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0259,Centre ELECAM de Nsam,Yaoundé,Yaoundé I,Nsam,3.899139,11.410013,+237 243 471 992,centreelecam@gmail.com,1780,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0260,Point ELECAM Nkolbikok 260,Yaoundé,Yaoundé II,Nkolbikok,3.750729,11.464075,+237 677 063 632,pointelecamn@elecam.cm,2777,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0261,Agence ELECAM Cité Verte 261,Yaoundé,Yaoundé VII,Cité Verte,3.832116,11.50218,+237 695 201 916,agenceelecam@gmail.com,2814,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0262,Bureau ELECAM Yaoundé III — Nkoldongo,Yaoundé,Yaoundé III,Nkoldongo,3.905553,11.576376,+237 678 283 327,bureauelecam@elecam.cm,3427,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0263,Point ELECAM Tsinga 263,Yaoundé,Yaoundé VII,Tsinga,3.842872,11.579067,+237 242 316 539,pointelecamt@yahoo.fr,3508,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0264,Point ELECAM Oyomabang 264,Yaoundé,Yaoundé III,Oyomabang,3.81569,11.593473,+237 691 934 657,pointelecamo@gmail.com,1678,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0265,Bureau ELECAM Yaoundé I — Kondengui,Yaoundé,Yaoundé I,Kondengui,3.901151,11.527111,+237 691 928 487,bureauelecam@yahoo.fr,561,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0266,Point ELECAM Obili 266,Yaoundé,Yaoundé IV,Obili,3.913032,11.580379,+237 693 561 963,pointelecamo@gmail.com,1268,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0267,Point ELECAM Madagascar 267,Yaoundé,Yaoundé VI,Madagascar,3.909015,11.58894,+237 222 743 545,pointelecamm@gmail.com,3285,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0268,Centre d'Inscription Électorale de Djoungolo,Yaoundé,Yaoundé IV,Djoungolo,3.845791,11.610173,+237 243 779 164,centredinscr@elecam.cm,866,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0269,Point d'Inscription ELECAM Ngousso,Yaoundé,Yaoundé III,Ngousso,3.787465,11.578128,+237 690 827 093,pointdinscri@elecam.cm,3393,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0270,Point ELECAM Djoungolo 270,Yaoundé,Yaoundé VII,Djoungolo,3.846384,11.596079,+237 695 762 344,pointelecamd@elecam.cm,3382,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0271,Bureau ELECAM Yaoundé II — Omnisports,Yaoundé,Yaoundé II,Omnisports,3.938505,11.476982,+237 678 879 364,bureauelecam@yahoo.fr,2633,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0272,Agence ELECAM Carrière 272,Yaoundé,Yaoundé II,Carrière,3.953006,11.472042,+237 222 480 418,agenceelecam@elecam.cm,1898,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0273,Agence ELECAM Mvan 273,Yaoundé,Yaoundé VI,Mvan,3.882403,11.402824,+237 677 606 971,agenceelecam@yahoo.fr,4899,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0274,Point ELECAM Émana 274,Yaoundé,Yaoundé VII,Émana,3.781263,11.528848,+237 692 856 441,pointelecamé@gmail.com,842,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0275,Point d'Inscription ELECAM Elig-Essono,Yaoundé,Yaoundé VI,Elig-Essono,3.923857,11.517378,+237 222 219 501,pointdinscri@elecam.cm,4110,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0276,Bureau ELECAM Yaoundé I — Ngousso,Yaoundé,Yaoundé I,Ngousso,3.902074,11.410694,+237 242 921 438,bureauelecam@yahoo.fr,2735,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0277,Point ELECAM Efoulan 277,Yaoundé,Yaoundé II,Efoulan,3.930759,11.560171,+237 233 221 376,pointelecame@gmail.com,823,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0278,Bureau ELECAM Yaoundé III — Carrière,Yaoundé,Yaoundé III,Carrière,3.939323,11.480021,+237 691 638 033,bureauelecam@elecam.cm,4283,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0279,Bureau ELECAM Yaoundé V — Santa Barbara,Yaoundé,Yaoundé V,Santa Barbara,3.837792,11.576085,+237 691 832 385,bureauelecam@yahoo.fr,3372,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0280,Bureau ELECAM Yaoundé VI — Elig-Essono,Yaoundé,Yaoundé VI,Elig-Essono,3.774509,11.438269,+237 222 804 929,bureauelecam@yahoo.fr,631,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0281,Point ELECAM Mfandena 281,Yaoundé,Yaoundé V,Mfandena,3.906855,11.549453,+237 678 999 740,pointelecamm@gmail.com,3536,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0282,Point ELECAM Nsimeyong 282,Yaoundé,Yaoundé VII,Nsimeyong,3.771941,11.468933,+237 692 754 281,pointelecamn@elecam.cm,3474,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0283,Point ELECAM Kondengui 283,Yaoundé,Yaoundé IV,Kondengui,3.940732,11.458895,+237 679 152 474,pointelecamk@yahoo.fr,1464,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0284,Point ELECAM Briqueterie 284,Yaoundé,Yaoundé VII,Briqueterie,3.807612,11.417437,+237 694 752 694,pointelecamb@elecam.cm,4322,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0285,Point ELECAM Bastos 285,Yaoundé,Yaoundé V,Bastos,3.858061,11.54571,+237 693 865 910,pointelecamb@yahoo.fr,2271,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0286,Point ELECAM Ngousso 286,Yaoundé,Yaoundé I,Ngousso,3.807846,11.483034,+237 679 357 459,pointelecamn@gmail.com,1652,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0287,Point ELECAM Mendong 287,Yaoundé,Yaoundé I,Mendong,3.942059,11.451896,+237 222 960 431,pointelecamm@yahoo.fr,1384,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0288,Bureau ELECAM Yaoundé III — Nsam,Yaoundé,Yaoundé III,Nsam,3.776025,11.497069,+237 242 559 150,bureauelecam@gmail.com,3525,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0289,Agence ELECAM Elig-Essono 289,Yaoundé,Yaoundé VI,Elig-Essono,3.918804,11.476086,+237 695 761 922,agenceelecam@elecam.cm,3436,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0290,Point ELECAM Émana 290,Yaoundé,Yaoundé II,Émana,3.858455,11.531934,+237 692 089 404,pointelecamé@gmail.com,3632,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0291,Point ELECAM Oyomabang 291,Yaoundé,Yaoundé V,Oyomabang,3.751481,11.515372,+237 243 622 960,pointelecamo@gmail.com,4502,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0292,Point ELECAM Carrière 292,Yaoundé,Yaoundé III,Carrière,3.841089,11.405835,+237 691 475 505,pointelecamc@yahoo.fr,1817,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0293,Point d'Inscription ELECAM Biteng,Yaoundé,Yaoundé III,Biteng,3.929562,11.478602,+237 690 244 133,pointdinscri@gmail.com,790,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0294,Bureau ELECAM Yaoundé IV — Nkomo,Yaoundé,Yaoundé IV,Nkomo,3.902037,11.582261,+237 693 879 237,bureauelecam@elecam.cm,2233,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0295,Agence ELECAM Ngousso 295,Yaoundé,Yaoundé II,Ngousso,3.938515,11.552705,+237 242 999 905,agenceelecam@yahoo.fr,1983,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0296,Bureau ELECAM Yaoundé II — Mendong,Yaoundé,Yaoundé II,Mendong,3.937679,11.468766,+237 222 416 706,bureauelecam@elecam.cm,3685,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0297,Point ELECAM Mokolo 297,Yaoundé,Yaoundé VI,Mokolo,3.880245,11.410342,+237 243 469 038,pointelecamm@elecam.cm,4277,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0298,Bureau ELECAM Yaoundé II — Nsam,Yaoundé,Yaoundé II,Nsam,3.849684,11.584453,+237 693 725 065,bureauelecam@gmail.com,4065,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0299,Bureau ELECAM Yaoundé IV — Mimboman,Yaoundé,Yaoundé IV,Mimboman,3.90528,11.55629,+237 694 177 978,bureauelecam@gmail.com,3113,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0300,Point ELECAM Santa Barbara 300,Yaoundé,Yaoundé III,Santa Barbara,3.79655,11.434809,+237 694 266 169,pointelecams@yahoo.fr,2201,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0301,Point ELECAM Santa Barbara 301,Yaoundé,Yaoundé VI,Santa Barbara,3.924116,11.490165,+237 695 204 726,pointelecams@yahoo.fr,2076,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0302,Bureau ELECAM Yaoundé II — Messa,Yaoundé,Yaoundé II,Messa,3.875419,11.492223,+237 242 877 215,bureauelecam@elecam.cm,1264,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0303,Agence ELECAM Etoudi 303,Yaoundé,Yaoundé IV,Etoudi,3.932165,11.53673,+237 691 651 075,agenceelecam@yahoo.fr,4496,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0304,Point ELECAM Bastos 304,Yaoundé,Yaoundé I,Bastos,3.943557,11.508515,+237 678 937 889,pointelecamb@gmail.com,4503,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0305,Point ELECAM Mvog-Mbi 305,Yaoundé,Yaoundé III,Mvog-Mbi,3.801913,11.54161,+237 692 986 447,pointelecamm@yahoo.fr,3448,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0306,Point ELECAM Carrière 306,Yaoundé,Yaoundé III,Carrière,3.776216,11.533313,+237 677 951 481,pointelecamc@gmail.com,4836,Lun–Ven 08h00–15h30,En rénovation
ELECAM-YAO-0307,Point d'Inscription ELECAM Santa Barbara,Yaoundé,Yaoundé II,Santa Barbara,3.885771,11.456834,+237 243 905 769,pointdinscri@yahoo.fr,2800,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0308,Point ELECAM Étoa-Meki 308,Yaoundé,Yaoundé II,Étoa-Meki,3.880801,11.573904,+237 678 580 889,pointelecamé@yahoo.fr,1394,Lun–Ven 08h00–15h30,Temporairement fermé
ELECAM-YAO-0309,Centre ELECAM de Etoudi,Yaoundé,Yaoundé VII,Etoudi,3.73888,11.495631,+237 222 089 315,centreelecam@gmail.com,2307,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0310,Point d'Inscription ELECAM Mvog-Mbi,Yaoundé,Yaoundé VII,Mvog-Mbi,3.783685,11.578687,+237 242 625 080,pointdinscri@elecam.cm,4049,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0311,Bureau ELECAM Yaoundé III — Essos,Yaoundé,Yaoundé III,Essos,3.885494,11.486608,+237 222 866 735,bureauelecam@gmail.com,2105,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0312,Agence ELECAM Biyem-Assi 312,Yaoundé,Yaoundé VI,Biyem-Assi,3.877271,11.564496,+237 233 200 332,agenceelecam@gmail.com,2001,Lun–Ven 07h30–14h30,Temporairement fermé
ELECAM-YAO-0313,Bureau ELECAM Yaoundé I — Ahala,Yaoundé,Yaoundé I,Ahala,3.945068,11.533936,+237 695 123 000,bureauelecam@yahoo.fr,1483,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0314,Point ELECAM Oyomabang 314,Yaoundé,Yaoundé V,Oyomabang,3.813408,11.604163,+237 242 179 894,pointelecamo@elecam.cm,4842,Lun–Sam 08h00–16h00,Temporairement fermé
ELECAM-YAO-0315,Point ELECAM Nkozoa 315,Yaoundé,Yaoundé VII,Nkozoa,3.890626,11.551713,+237 694 492 859,pointelecamn@yahoo.fr,1571,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0316,Agence ELECAM Djoungolo 316,Yaoundé,Yaoundé III,Djoungolo,3.845208,11.539769,+237 694 888 882,agenceelecam@yahoo.fr,3776,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0317,Point ELECAM Ngoa-Ekélé 317,Yaoundé,Yaoundé II,Ngoa-Ekélé,3.809638,11.478911,+237 677 075 947,pointelecamn@gmail.com,3102,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0318,Point ELECAM Etoudi 318,Yaoundé,Yaoundé I,Etoudi,3.938799,11.459437,+237 243 724 005,pointelecame@elecam.cm,1763,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0319,Point ELECAM Cité Verte 319,Yaoundé,Yaoundé II,Cité Verte,3.953912,11.496581,+237 242 559 179,pointelecamc@elecam.cm,4575,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0320,Point ELECAM Carrière 320,Yaoundé,Yaoundé II,Carrière,3.909189,11.481337,+237 233 520 457,pointelecamc@yahoo.fr,1783,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0321,Bureau ELECAM Yaoundé V — Carrière,Yaoundé,Yaoundé V,Carrière,3.809824,11.465128,+237 243 431 128,bureauelecam@gmail.com,4545,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0322,Point ELECAM Émana 322,Yaoundé,Yaoundé I,Émana,3.83324,11.443448,+237 678 430 168,pointelecamé@gmail.com,1901,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0323,Point ELECAM Nkolbikok 323,Yaoundé,Yaoundé I,Nkolbikok,3.951383,11.476294,+237 691 141 977,pointelecamn@yahoo.fr,3015,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0324,Point d'Inscription ELECAM Étoa-Meki,Yaoundé,Yaoundé VII,Étoa-Meki,3.818387,11.516443,+237 679 344 601,pointdinscri@gmail.com,1072,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0325,Agence ELECAM Kondengui 325,Yaoundé,Yaoundé II,Kondengui,3.952635,11.4888,+237 677 398 151,agenceelecam@elecam.cm,2012,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0326,Agence ELECAM Nkol-Eton 326,Yaoundé,Yaoundé III,Nkol-Eton,3.770047,11.537997,+237 695 986 959,agenceelecam@elecam.cm,2043,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0327,Agence ELECAM Madagascar 327,Yaoundé,Yaoundé IV,Madagascar,3.932585,11.439712,+237 695 065 246,agenceelecam@gmail.com,2808,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0328,Point ELECAM Nkozoa 328,Yaoundé,Yaoundé II,Nkozoa,3.830176,11.53762,+237 242 209 332,pointelecamn@elecam.cm,1181,Lun–Sam 08h00–16h00,Temporairement fermé
ELECAM-YAO-0329,Point ELECAM Nsimeyong 329,Yaoundé,Yaoundé IV,Nsimeyong,3.855288,11.472956,+237 677 308 202,pointelecamn@elecam.cm,1667,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0330,Centre d'Inscription Électorale de Santa Barbara,Yaoundé,Yaoundé VII,Santa Barbara,3.776388,11.425494,+237 690 110 393,centredinscr@gmail.com,1597,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0331,Bureau ELECAM Yaoundé VII — Émana,Yaoundé,Yaoundé VII,Émana,3.906846,11.573952,+237 692 935 555,bureauelecam@elecam.cm,1368,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0332,Point ELECAM Bastos 332,Yaoundé,Yaoundé VI,Bastos,3.760274,11.461202,+237 222 017 115,pointelecamb@gmail.com,3709,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0333,Centre d'Inscription Électorale de Nkomo,Yaoundé,Yaoundé II,Nkomo,3.831211,11.400253,+237 695 125 184,centredinscr@gmail.com,1145,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0334,Point ELECAM Ngousso 334,Yaoundé,Yaoundé III,Ngousso,3.812642,11.525806,+237 233 209 570,pointelecamn@elecam.cm,4428,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0335,Point ELECAM Ekounou 335,Yaoundé,Yaoundé V,Ekounou,3.9488,11.464908,+237 243 456 697,pointelecame@yahoo.fr,3446,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0336,Bureau ELECAM Yaoundé VI — Nkoldongo,Yaoundé,Yaoundé VI,Nkoldongo,3.924495,11.572591,+237 678 381 545,bureauelecam@gmail.com,4463,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0337,Point ELECAM Nlongkak 337,Yaoundé,Yaoundé VII,Nlongkak,3.771455,11.524019,+237 242 036 398,pointelecamn@yahoo.fr,2189,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0338,Point d'Inscription ELECAM Madagascar,Yaoundé,Yaoundé III,Madagascar,3.922907,11.571114,+237 243 045 664,pointdinscri@yahoo.fr,583,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0339,Point ELECAM Biyem-Assi 339,Yaoundé,Yaoundé IV,Biyem-Assi,3.852165,11.452228,+237 678 073 448,pointelecamb@elecam.cm,4123,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0340,Centre d'Inscription Électorale de Ngousso,Yaoundé,Yaoundé I,Ngousso,3.788229,11.43528,+237 243 885 473,centredinscr@yahoo.fr,2848,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0341,Point d'Inscription ELECAM Mvog-Beti,Yaoundé,Yaoundé V,Mvog-Beti,3.824061,11.57181,+237 695 973 214,pointdinscri@gmail.com,2546,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0342,Point ELECAM Omnisports 342,Yaoundé,Yaoundé VII,Omnisports,3.931909,11.486956,+237 691 955 117,pointelecamo@gmail.com,3670,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0343,Point ELECAM Nkozoa 343,Yaoundé,Yaoundé I,Nkozoa,3.902347,11.455914,+237 233 370 907,pointelecamn@yahoo.fr,4587,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0344,Point ELECAM Mendong 344,Yaoundé,Yaoundé III,Mendong,3.753371,11.451297,+237 691 261 193,pointelecamm@yahoo.fr,1733,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0345,Bureau ELECAM Yaoundé VII — Oyomabang,Yaoundé,Yaoundé VII,Oyomabang,3.890054,11.510803,+237 222 837 980,bureauelecam@elecam.cm,4491,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0346,Point ELECAM Carrière 346,Yaoundé,Yaoundé III,Carrière,3.75534,11.518776,+237 677 990 342,pointelecamc@yahoo.fr,1484,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0347,Point ELECAM Ngousso 347,Yaoundé,Yaoundé VII,Ngousso,3.949414,11.53389,+237 679 864 139,pointelecamn@yahoo.fr,1093,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0348,Agence ELECAM Ngousso 348,Yaoundé,Yaoundé IV,Ngousso,3.88874,11.520609,+237 694 522 589,agenceelecam@yahoo.fr,1860,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0349,Agence ELECAM Ahala 349,Yaoundé,Yaoundé II,Ahala,3.812647,11.456173,+237 243 427 599,agenceelecam@elecam.cm,4511,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0350,Centre ELECAM de Nkoabang,Yaoundé,Yaoundé I,Nkoabang,3.870774,11.498817,+237 242 350 381,centreelecam@gmail.com,2411,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0351,Point ELECAM Nkol-Afeme 351,Yaoundé,Yaoundé VII,Nkol-Afeme,3.90747,11.548495,+237 679 125 652,pointelecamn@yahoo.fr,3488,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0352,Point ELECAM Essos 352,Yaoundé,Yaoundé IV,Essos,3.874056,11.439338,+237 694 353 109,pointelecame@elecam.cm,1765,Lun–Ven 07h30–14h30,Temporairement fermé
ELECAM-YAO-0353,Bureau ELECAM Yaoundé I — Nkol-Afeme,Yaoundé,Yaoundé I,Nkol-Afeme,3.764958,11.450378,+237 222 382 292,bureauelecam@gmail.com,739,Lun–Sam 08h00–16h00,Temporairement fermé
ELECAM-YAO-0354,Point ELECAM Nkolbikok 354,Yaoundé,Yaoundé I,Nkolbikok,3.911198,11.475459,+237 243 311 752,pointelecamn@gmail.com,2253,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0355,Centre ELECAM de Nlongkak,Yaoundé,Yaoundé VI,Nlongkak,3.898215,11.48143,+237 695 183 483,centreelecam@yahoo.fr,3402,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0356,Point ELECAM Nkolbisson 356,Yaoundé,Yaoundé II,Nkolbisson,3.921359,11.498445,+237 693 004 098,pointelecamn@yahoo.fr,2605,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0357,Agence ELECAM Bastos 357,Yaoundé,Yaoundé III,Bastos,3.819855,11.545178,+237 695 688 342,agenceelecam@elecam.cm,1429,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0358,Point ELECAM Nkolbikok 358,Yaoundé,Yaoundé IV,Nkolbikok,3.754559,11.523717,+237 690 999 949,pointelecamn@elecam.cm,1781,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0359,Point ELECAM Étoa-Meki 359,Yaoundé,Yaoundé VI,Étoa-Meki,3.795165,11.406616,+237 691 427 458,pointelecamé@gmail.com,558,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0360,Bureau ELECAM Yaoundé II — Mvog-Ada,Yaoundé,Yaoundé II,Mvog-Ada,3.860479,11.443494,+237 692 492 407,bureauelecam@elecam.cm,1519,Lun–Ven 08h00–15h30,Temporairement fermé
ELECAM-YAO-0361,Point ELECAM Nkolbikok 361,Yaoundé,Yaoundé I,Nkolbikok,3.766228,11.493325,+237 242 202 153,pointelecamn@elecam.cm,2761,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0362,Point d'Inscription ELECAM Cité Verte,Yaoundé,Yaoundé VI,Cité Verte,3.83226,11.421425,+237 222 758 048,pointdinscri@elecam.cm,1850,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0363,Point ELECAM Nkomo 363,Yaoundé,Yaoundé IV,Nkomo,3.798404,11.589298,+237 243 446 718,pointelecamn@yahoo.fr,4529,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0364,Agence ELECAM Nkoldongo 364,Yaoundé,Yaoundé I,Nkoldongo,3.878847,11.580144,+237 691 848 921,agenceelecam@gmail.com,4757,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0365,Point ELECAM Nkomo 365,Yaoundé,Yaoundé IV,Nkomo,3.919129,11.544194,+237 243 821 064,pointelecamn@gmail.com,675,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0366,Bureau ELECAM Yaoundé V — Bastos,Yaoundé,Yaoundé V,Bastos,3.898682,11.479495,+237 690 581 543,bureauelecam@gmail.com,3913,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0367,Agence ELECAM Nlongkak 367,Yaoundé,Yaoundé VI,Nlongkak,3.802468,11.479577,+237 222 759 066,agenceelecam@gmail.com,3000,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0368,Point ELECAM Mvog-Ada 368,Yaoundé,Yaoundé I,Mvog-Ada,3.776824,11.447247,+237 694 455 781,pointelecamm@gmail.com,4250,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0369,Bureau ELECAM Yaoundé III — Etoudi,Yaoundé,Yaoundé III,Etoudi,3.852328,11.602475,+237 243 406 992,bureauelecam@gmail.com,4909,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0370,Bureau ELECAM Yaoundé VII — Carrière,Yaoundé,Yaoundé VII,Carrière,3.891952,11.416201,+237 694 554 817,bureauelecam@yahoo.fr,4837,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0371,Agence ELECAM Nkomo 371,Yaoundé,Yaoundé V,Nkomo,3.910258,11.446856,+237 242 343 689,agenceelecam@elecam.cm,1211,Lun–Sam 07h30–15h00,En rénovation
ELECAM-YAO-0372,Bureau ELECAM Yaoundé II — Obili,Yaoundé,Yaoundé II,Obili,3.88525,11.405061,+237 679 916 357,bureauelecam@elecam.cm,2551,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0373,Point ELECAM Nkozoa 373,Yaoundé,Yaoundé II,Nkozoa,3.934463,11.446222,+237 690 296 939,pointelecamn@yahoo.fr,1775,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0374,Agence ELECAM Efoulan 374,Yaoundé,Yaoundé VII,Efoulan,3.836993,11.458171,+237 691 577 709,agenceelecam@gmail.com,2360,Lun–Sam 08h00–16h00,Temporairement fermé
ELECAM-YAO-0375,Point ELECAM Nkoabang 375,Yaoundé,Yaoundé III,Nkoabang,3.775034,11.47764,+237 222 840 145,pointelecamn@elecam.cm,523,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0376,Point ELECAM Nsimeyong 376,Yaoundé,Yaoundé II,Nsimeyong,3.896813,11.464276,+237 692 820 385,pointelecamn@yahoo.fr,4363,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0377,Centre ELECAM de Odza,Yaoundé,Yaoundé I,Odza,3.845254,11.593296,+237 695 436 369,centreelecam@yahoo.fr,3286,Lun–Sam 07h30–15h00,En rénovation
ELECAM-YAO-0378,Point ELECAM Mvog-Ada 378,Yaoundé,Yaoundé II,Mvog-Ada,3.890298,11.479719,+237 694 575 760,pointelecamm@elecam.cm,4473,Lun–Ven 08h00–15h30,Opérationnel
